LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),MBPP (unsanitized) pass@1,MBPP+ (unsanitized) pass@1,MBPP (sanitized) pass@1,MBPP+ (sanitized) pass@1,MBPP (unsanitized) pass@10,MBPP+ (unsanitized) pass@10,MBPP (sanitized) pass@10,MBPP+ (sanitized) pass@10,GoogleBLEU (unsanitized),CodeBLEU (unsanitized),SacreBLEU (unsanitized),GoogleBLEU (sanitized),CodeBLEU (sanitized),SacreBLEU (sanitized)
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,83.60522723197937,5485.716236569516,978.5362612641748,195.61815649487002,64.90830943634468,11.705788135528564,2.33120097460309,0.00043401082079409776,5.191192407023166e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,16.36859154701233,1080.7525526013662,191.56448057617843,38.17103053638249,64.85990993116252,11.705788135528564,2.1885731809231963,8.540195894100163e-05,5.217428677092843e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,12.749385833740234,844.4867945888723,149.2211020609243,29.463023570475144,66.23925135955653,11.705788135528564,2.311215901105929,6.667805937174358e-05,5.229903639380448e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,13.229874849319458,875.1274881014126,154.84566049629086,30.06702405370376,66.14952093493396,11.705788135528564,2.2729274248773477,6.90807568624676e-05,5.221572966430677e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,82.24996089935303,5355.730442580931,962.671853733906,211.21616897330497,64.9149979349511,11.705788135528564,2.5629702401617633,0.000425522538902479,5.173528768277216e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,82.21600294113159,5355.486058385401,962.2741899894404,209.88616790882375,64.89180583131619,11.705788135528564,2.65179956058489,0.00042539402430339697,5.174102475013145e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,49.21419286727905,3211.488854189032,576.0060834567332,129.85210388150037,64.90969720257017,11.705788135528564,2.7446279484388567,0.00025528588963264,5.187241215579733e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,44.6919264793396,2917.9153963304616,523.0936606967408,123.39609871663271,64.92443538640197,11.705788135528564,2.7130376291330505,0.00023228535321202293,5.197479086505813e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,14.956624746322632,987.4508989600905,175.05868198032587,41.89203351412374,66.02245247616887,11.705788135528564,2.8011868866241048,7.848851132197427e-05,5.247742231499935e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/3,59.80062389373779,3898.429966741468,699.9282616768057,166.44213315357703,64.91854879950357,11.705788135528564,2.8151299215412324,0.00031051277467404554,5.192467142580462e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,87.90215682983398,5765.302291238136,1028.8110927985495,255.3572042858221,64.92085623274224,11.705788135528564,2.979868424137524,0.0004594002909370561,5.226268700395934e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,83.09088730812073,5412.476618977831,972.5171564943697,218.25317460271165,64.91738344391194,11.705788135528564,2.670473313817817,0.0004303207640895346,5.178916461606711e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,31.721612691879272,2076.8962475156686,371.2633478422207,82.51406601189615,64.91831384552971,11.705788135528564,2.740520799753028,0.00016491908175712735,5.198950108843193e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,33.24189209938049,2174.452044560244,389.0607896049051,87.36406989120482,64.89629437621657,11.705788135528564,2.29679486278357,0.0001727524933544836,5.1968309396474775e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,42.393112897872925,2765.716995571826,496.1794161037905,100.40308032257528,64.91889841900844,11.705788135528564,2.423365050989325,0.0002191145200889544,5.168634835021716e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,83.08551287651062,5410.287474226516,972.4489334969492,207.49516599556372,64.90630968225372,11.705788135528564,2.3134114165196316,0.000429472577320098,5.169042862603736e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,29.942757606506348,1962.9890983900243,350.46201778026546,74.57505966037559,64.91424905026264,11.705788135528564,2.505611257873606,0.00015562302249465368,5.197351043607216e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,34.61613869667053,2263.9927191927272,405.1459834442734,80.91206473066492,64.92617379650298,11.705788135528564,2.342096308273575,0.0001792154611884142,5.17722276186892e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,46.295597314834595,3023.2498665979574,541.8415859851166,113.40809072635238,64.87808237206846,11.705788135528564,2.882863410826894,0.00023972066259947444,5.1780444902621495e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/4,46.62116098403931,3043.416273731068,545.6536286457319,119.4940955952184,64.92697764709818,11.705788135528564,2.6508823333363525,0.00024167990465117368,5.183910043207901e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,31.87299156188965,2127.3599038865573,373.0349660999254,80.09206407368907,64.90828064515107,11.705788135528564,2.7808816778276397,0.00016816531587921855,5.27610706239112e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,55.538092374801636,3619.4858175863374,650.0336146219,151.92312153899934,64.9259013482363,11.705788135528564,2.652430036540465,0.0002881368139782974,5.188093462659673e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,37.50953698158264,2449.065148250551,439.01486560262435,101.6480813184728,64.92286936323946,11.705788135528564,2.7800245618747703,0.00019483476660215124,5.194272771157267e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,82.70504975318909,5385.214338168027,967.9978357351123,213.07417045957067,64.90905642192493,11.705788135528564,2.609375246648185,0.0004279121132831149,5.173953882623892e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,82.70321917533875,5386.909098523835,967.9787126433421,222.84317827505618,64.90038554600802,11.705788135528564,2.5437048358213667,0.00042865793854947093,5.183086496798571e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,33.65504574775696,2203.4505897590607,393.8949241228876,86.72506938030011,64.91488723072527,11.705788135528564,2.5908886672182665,0.00017491566088506663,5.197308664978547e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,82.70054864883423,5384.920148932667,967.94845115997,207.89516631483096,64.90009688569289,11.705788135528564,2.3230062514525867,0.0004275522176161178,5.169883690029724e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,37.992231130599976,2482.6975341564457,444.666093662182,88.6410709129315,64.9115345451762,11.705788135528564,2.284207538176069,0.00019654716176275487,5.17335139089661e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,73.01307201385498,4756.280020020979,854.5680447309318,173.9141391307264,64.92152607804579,11.705788135528564,2.272292073031948,0.00037698170467830163,5.16320837187573e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/6,27.08930277824402,1776.1668569323401,317.0597982277107,60.11104808951728,64.91406035883419,11.705788135528564,2.2523546767011897,0.00014032883107524029,5.180230448306011e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,11.985480308532715,834.9399979514699,140.27938771362733,28.015022413097057,69.66460066504264,11.705788135528564,2.3377086082265506,6.537883564088465e-05,5.45483651534099e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,30.019438982009888,1964.2720554163968,351.3387970253725,73.63805890978625,61.47340520065869,11.705788135528564,0.0,0.0001557027057910088,5.186729368404208e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,10.48924994468689,698.6430579140072,122.76486835390915,24.91801993382836,66.60778787816548,11.705788135528564,2.3759184286641832,5.515341628018342e-05,5.2580896223299764e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,27.13235354423523,1777.918624333777,317.563688346806,62.847050277525796,64.90454807861659,11.705788135528564,2.291938203948134,0.00014065412783244088,5.184000260173723e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,17.91574764251709,1178.7552500034478,209.67536298591972,44.86203588935922,64.88069228013077,11.705788135528564,2.5348440859639894,9.340489496949825e-05,5.213563889894982e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,10.175386667251587,676.699798359405,119.08634963952375,23.887019109913865,66.50584093890564,11.705788135528564,2.3479679554486768,5.3416506491547235e-05,5.249580014827608e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,12.850250959396362,851.672573337528,150.4022432289888,30.98802479017948,66.27846569546261,11.705788135528564,2.411756932750172,6.732269663791325e-05,5.239018043354674e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,14.896013498306274,983.3614886885653,174.3490288450382,33.1450265170119,66.01656227709645,11.705788135528564,2.225326259992221,7.760574025333184e-05,5.209832836292467e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,39.32648277282715,2569.7680598128063,460.28428999046906,84.68006774347003,64.91626310993422,11.705788135528564,2.134913375719341,0.0002029810552273762,5.161434252839592e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/7,10.484536170959473,696.6103462878361,122.70939408433547,24.341019472018388,66.44381103605353,11.705788135528564,2.3219528339350797,5.4979731267568394e-05,5.243887795423288e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,31.349647045135498,2090.7510805995303,366.9095540200471,74.25905940641186,64.91551324919273,11.705788135528564,2.0665002187943586,0.0001650002832824909,5.263226187042315e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,82.84387063980103,5393.027495418539,969.6281407078349,198.6381589110131,64.92627471628077,11.705788135528564,2.611910655008529,0.0004275867585513184,5.161356600664324e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,56.934661626815796,3714.362725487809,666.3797052599946,163.96613117333203,64.92275841810279,11.705788135528564,2.8819451828941216,0.0002961698200470856,5.201924655113641e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,62.547513008117676,4076.6412013103463,732.0604087537562,158.5941268751334,64.890062652933,11.705788135528564,2.5699330281857224,0.0003237090045457304,5.175409684214273e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,40.973073959350586,2678.1259624990644,479.55895710188264,106.73708538941895,64.92297067022781,11.705788135528564,2.558850273916474,0.0002127360345779902,5.192093587829064e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,40.648330211639404,2655.918664733217,475.7564871506618,110.08508806851225,64.91473393701938,11.705788135528564,2.608957481107242,0.00021125921141500854,5.197242059269528e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,82.83017611503601,5394.637660706678,969.4548690860369,204.23216338585348,64.9116610195795,11.705788135528564,2.343959770793007,0.00042804494851198834,5.167741620125399e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,82.84219074249268,5396.01931081199,969.60550390145,197.9261583405112,64.90938943237447,11.705788135528564,2.3719898661024397,0.00042773385445370063,5.16323687990425e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,70.81685137748718,4613.568113851557,828.8591772851663,172.58313806616243,64.91863105678276,11.705788135528564,2.479413741669176,0.0003659193115953175,5.167122012313075e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/8,75.31275773048401,4907.726225177841,881.4702745967847,173.1761385404873,64.84463775846228,11.705788135528564,2.494695658934903,0.00038855623133664366,5.159235208557096e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,14.121319770812988,975.7701936155272,165.28080960810826,32.411025928702486,69.10070089417222,11.705788135528564,2.2954340360508083,7.647223870813453e-05,5.415374763072297e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,16.22884249687195,1069.2524514012675,189.92952041999524,39.405031522576905,64.9105638167992,11.705788135528564,2.429450727666945,8.462638997763375e-05,5.214567212291646e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,16.70582675933838,1099.2469673968635,195.51253385476446,39.80603184512432,64.94544504925659,11.705788135528564,2.4072192791278426,8.697104080337877e-05,5.206030330391335e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,42.51102876663208,2775.659298525668,497.56348196575766,101.26208100835754,64.9176985102754,11.705788135528564,2.2361546585605887,0.00021990861692559906,5.172978008431793e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,12.74746036529541,845.0801170635485,149.1988615591266,32.18702575029653,66.29574052144176,11.705788135528564,2.5252777803459243,6.689279359886696e-05,5.247538857306875e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,46.22445058822632,3017.980588382549,541.0100077899675,112.81009024761701,64.89072300273136,11.705788135528564,2.065781771051349,0.00023928411112155427,5.176570150138281e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,12.466230154037476,826.0815538647271,145.90775569661014,28.6920229535248,66.26731067560011,11.705788135528564,2.301847592882527,6.521245667073589e-05,5.231128886996791e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
deepseek-coder-6.7b-instruct.Q5_K_M,Mbpp/9,24.588778734207153,1611.8907785115905,287.78921307656174,57.77104621644824,64.90927405506027,11.705788135528564,2.2439158431061226,0.00012756327797893007,5.187865544597706e-06,0.193,0.167,0.610,0.517,0.685,0.595,0.873,0.767,0.10169154342899807,0.32703718912467183,9.183340104304373,0.2552425700666436,0.2602328112384431,27.36266513297783
