LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),MBPP+ pass@1
llama-2-7b.Q2_K,Mbpp/111,56.6801233291626,1275.2847665548325,309.20215249275964,-42.665034131999995,22.5,5.794056415557861,28.853007408269058,9.381686371011532e-05,1.6551986516558165e-06,0.037
llama-2-7b.Q2_K,Mbpp/113,21.71199941635132,488.5103899240493,116.21428312915327,-179.6641437312,22.5,5.794056415557861,28.18743087580132,2.5864106702659066e-05,1.1912356023361345e-06,0.037
llama-2-7b.Q2_K,Mbpp/116,16.653337955474854,374.6902227401733,174.41880447805215,-216.70217336160002,22.5,5.794056415557861,0.0,2.022631071051538e-05,1.2145499457582253e-06,0.037
llama-2-7b.Q2_K,Mbpp/118,9.220126867294312,207.44931936264035,53.41487760044879,256.4232051384,22.5,5.794056415557861,27.81386059184618,3.147593258126042e-05,3.4138285767967066e-06,0.037
llama-2-7b.Q2_K,Mbpp/119,16.98302125930786,382.111878991127,88.78468011419136,-328.7872630296,22.5,5.794056415557861,24.227655479957114,8.647074342576207e-06,5.091599551426703e-07,0.037
llama-2-7b.Q2_K,Mbpp/120,45.05150485038757,1013.6411994695665,251.4416759428038,257.03420562720004,22.5,5.794056415557861,4.368308039211803,9.261786470915584e-05,2.0558217759147517e-06,0.037
llama-2-7b.Q2_K,Mbpp/123,71.20997834205627,1602.2002869844434,384.08359424758953,-343.93527514799996,22.5,5.794056415557861,33.64514385176408,9.993371922459045e-05,1.403366797059817e-06,0.037
llama-2-7b.Q2_K,Mbpp/124,14.169121026992798,318.8023853302002,82.08813013140103,275.98922079119995,22.5,5.794056415557861,19.47966067730078,4.1186815795940236e-05,2.906801044149284e-06,0.037
llama-2-7b.Q2_K,Mbpp/125,50.73360204696655,1141.4897811412811,274.7944210268256,-238.8141910512,22.5,5.794056415557861,28.498832727493628,7.164676065144215e-05,1.412215134756552e-06,0.037
llama-2-7b.Q2_K,Mbpp/126,22.418210744857788,504.4013571739197,120.23308174987424,-24.198019358400018,22.5,5.794056415557861,28.40127242900281,3.653538861529396e-05,1.6297192060108687e-06,0.037
llama-2-7b.Q2_K,Mbpp/127,45.96410894393921,1034.1773396730423,247.12282248581755,-234.93918795119998,22.5,5.794056415557861,22.6468562474966,6.366903068975292e-05,1.3851901440623547e-06,0.037
llama-2-7b.Q2_K,Mbpp/128,20.1485857963562,453.33419501781464,116.72150398354026,290.7642326112,22.5,5.794056415557861,3.8310819827867784,5.237921902209028e-05,2.599647417019356e-06,0.037
llama-2-7b.Q2_K,Mbpp/129,29.098121404647827,654.6987676620483,159.0699709356057,-52.43604194880001,22.5,5.794056415557861,25.580395829996917,4.6325614221950395e-05,1.5920482830397026e-06,0.037
llama-2-7b.Q2_K,Mbpp/130,18.152714252471924,408.4267419576645,95.62114351669015,-284.25122740079996,22.5,5.794056415557861,28.504967833825503,1.3374199261385105e-05,7.367603034661271e-07,0.037
llama-2-7b.Q2_K,Mbpp/131,8.300705671310425,186.7626643180847,48.087224115978415,211.89316951439997,22.5,5.794056415557861,25.530081634929672,2.7183446409106855e-05,3.2748355965759027e-06,0.037
llama-2-7b.Q2_K,Mbpp/132,24.308573246002197,546.9338268041611,131.1663478909685,-115.26709221360002,22.5,5.794056415557861,28.574690248561428,3.424729867134069e-05,1.4088567981657673e-06,0.037
llama-2-7b.Q2_K,Mbpp/133,30.471241235733032,685.5907505750656,166.9484324274789,39.519031615199985,22.5,5.794056415557861,3.8058376232664135,5.4280007801850226e-05,1.7813520421412016e-06,0.037
llama-2-7b.Q2_K,Mbpp/135,20.821164846420288,468.46852183341986,111.0103501681914,-218.81217504960003,22.5,5.794056415557861,28.669612629389725,2.19458672131747e-05,1.054017264406212e-06,0.037
llama-2-7b.Q2_K,Mbpp/137,53.75728464126587,1209.5215076208115,292.28784494687045,18.708014966399983,22.5,5.794056415557861,29.452873460600387,9.252052525290088e-05,1.7210788429942213e-06,0.037
llama-2-7b.Q2_K,Mbpp/138,25.256463289260864,568.2613420486449,136.7823777656647,-28.10502248400001,22.5,5.794056415557861,29.505835052689317,4.1190403462860096e-05,1.630885646620776e-06,0.037
llama-2-7b.Q2_K,Mbpp/139,14.936612367630005,336.06885373592377,77.03619102670018,-322.05725764560003,22.5,5.794056415557861,24.221943375345536,5.540080808707067e-06,3.7090611126210223e-07,0.037
llama-2-7b.Q2_K,Mbpp/140,29.43487238883972,662.2752946615219,160.9491978437935,-67.38305390640004,22.5,5.794056415557861,26.378671345158974,4.599148184705784e-05,1.5624828006557142e-06,0.037
llama-2-7b.Q2_K,Mbpp/141,42.47405242919922,955.653160214424,236.38346910861003,241.89619351679997,22.5,5.794056415557861,28.95480450615922,8.725202406709281e-05,2.0542429807594843e-06,0.037
llama-2-7b.Q2_K,Mbpp/142,25.888236045837402,582.476921081543,140.36724765798283,-54.691043752799956,22.5,5.794056415557861,29.393154842122478,4.065581846881034e-05,1.5704360234055976e-06,0.037
llama-2-7b.Q2_K,Mbpp/145,30.344131231307983,682.7306628227234,166.11562136007714,2.1370017096000335,22.5,5.794056415557861,3.0197234153366654,5.178067825683001e-05,1.7064478749487007e-06,0.037
llama-2-7b.Q2_K,Mbpp/160,40.04907488822937,901.0894596576692,213.13846024491215,-337.5212700168,22.5,5.794056415557861,39.654173906351765,4.726108938261944e-05,1.1800794279148186e-06,0.037
llama-2-7b.Q2_K,Mbpp/161,14.133153676986694,317.99259424209595,81.87995153923782,266.6672133336,22.5,5.794056415557861,18.86966955627952,4.05576482926121e-05,2.869681404416691e-06,0.037
llama-2-7b.Q2_K,Mbpp/162,25.004478931427002,562.5929546356201,135.2438785689185,-98.3890787112,22.5,5.794056415557861,29.31853583529865,3.647523026806369e-05,1.458747865456201e-06,0.037
llama-2-7b.Q2_K,Mbpp/165,64.39301872253418,1448.8213133811953,353.7500048591637,24.197019357600027,22.5,5.794056415557861,3.6689522071406326,0.00011115530129329045,1.7262011239487352e-06,0.037
llama-2-7b.Q2_K,Mbpp/166,27.97990107536316,629.5385366678238,152.5693243295177,-31.2170249736,22.5,5.794056415557861,27.921354278517313,4.569024730653018e-05,1.632966720770908e-06,0.037
llama-2-7b.Q2_K,Mbpp/167,21.27638530731201,478.70970547199255,113.60924922621778,-192.6251541,22.5,5.794056415557861,28.974826048509858,2.432059058401104e-05,1.1430790631363887e-06,0.037
llama-2-7b.Q2_K,Mbpp/168,19.00355052947998,427.5724625587463,100.5900101076662,-134.3661074928,22.5,5.794056415557861,29.057612581569625,2.396174310565981e-05,1.2609087479988671e-06,0.037
llama-2-7b.Q2_K,Mbpp/170,32.98235511779785,742.0891445875168,181.55563077140187,-97.43807795039997,22.5,5.794056415557861,27.890000928002976,5.0273071024285626e-05,1.5242413964901314e-06,0.037
llama-2-7b.Q2_K,Mbpp/171,48.010030031204224,1080.2085310220716,268.57321722798054,238.70119096080003,22.5,5.794056415557861,4.283657828594179,9.659525007859857e-05,2.011980621878726e-06,0.037
llama-2-7b.Q2_K,Mbpp/172,11.643137454986572,261.96611881256104,58.02869815810027,-356.4782851824,22.5,5.794056415557861,35.59243766492701,-2.21994810060722e-06,-1.9066579856071792e-07,0.037
llama-2-7b.Q2_K,Mbpp/222,11.698166847229004,263.2045966386795,67.77144107582137,263.17021053599996,22.5,5.794056415557861,22.498858955155754,3.615264392167138e-05,3.090453777399748e-06,0.037
llama-2-7b.Q2_K,Mbpp/223,27.494876861572266,618.6257117986679,149.66918518484727,-29.830023863999983,22.5,5.794056415557861,28.81023736016597,4.493415162540255e-05,1.634273608557381e-06,0.037
llama-2-7b.Q2_K,Mbpp/224,45.878859519958496,1032.258803844452,246.84977008446273,-325.31726025359995,22.5,5.794056415557861,22.954334679407033,5.803634684292185e-05,1.264991053617506e-06,0.037
llama-2-7b.Q2_K,Mbpp/226,17.348323106765747,390.32846689224243,100.4973243568952,278.6612229288,22.5,5.794056415557861,3.6136771825748646,4.6821788587977705e-05,2.6989230198114926e-06,0.037
llama-2-7b.Q2_K,Mbpp/227,18.861095905303955,424.3669599294662,99.60437081194198,-291.81523345200003,22.5,5.794056415557861,28.88735853828017,1.4126247105426866e-05,7.489621587393765e-07,0.037
llama-2-7b.Q2_K,Mbpp/230,14.002564191818237,315.0545132160186,81.12324653141172,217.5131740104,22.5,5.794056415557861,15.534979304426452,3.734190003123723e-05,2.6667901335568434e-06,0.037
llama-2-7b.Q2_K,Mbpp/232,44.95083785057068,1011.378879547119,241.3753748672045,-359.5732876584,22.5,5.794056415557861,24.473934319881305,5.4348325086329264e-05,1.2090614476864368e-06,0.037
llama-2-7b.Q2_K,Mbpp/233,31.25556969642639,703.2425022125244,171.63995733688338,-68.16605453279999,22.5,5.794056415557861,23.371057798252735,4.908712463002861e-05,1.5705080760579126e-06,0.037
llama-2-7b.Q2_K,Mbpp/234,5.581401348114014,125.57842969894409,32.33305980939565,161.57612926079997,22.5,5.794056415557861,28.95258723499048,1.9440200376176765e-05,3.483032156923407e-06,0.037
llama-2-7b.Q2_K,Mbpp/235,19.855060815811157,446.72948598861694,105.40359232209902,-201.9991615992,22.5,5.794056415557861,29.078538817286066,2.1304968015946587e-05,1.0730245660582832e-06,0.037
llama-2-7b.Q2_K,Mbpp/237,22.7991943359375,512.9732090234756,132.07928768589795,230.76618461279998,22.5,5.794056415557861,4.179958235507417,5.329186377768502e-05,2.337445042682192e-06,0.037
llama-2-7b.Q2_K,Mbpp/238,21.66800618171692,487.52211391925806,115.94212588193069,-259.66420773120007,22.5,5.794056415557861,28.540006441726863,2.091956345139646e-05,9.654586248479113e-07,0.037
llama-2-7b.Q2_K,Mbpp/239,23.540488481521606,529.6516352891922,126.88343735892909,-14.061011248799984,22.5,5.794056415557861,28.57053395570861,3.9093297381029314e-05,1.6606833546260552e-06,0.037
llama-2-7b.Q2_K,Mbpp/240,30.94645404815674,696.282883286476,169.66790929967624,72.99405839519994,22.5,5.794056415557861,4.381849893848809,5.713296845611616e-05,1.846187882049742e-06,0.037
llama-2-7b.Q2_K,Mbpp/242,16.206064224243164,364.63254511356354,84.45218522656398,-348.5592788472,22.5,5.794056415557861,23.913256532888667,6.116778257188958e-06,3.774376167187265e-07,0.037
llama-2-7b.Q2_K,Mbpp/244,26.127448558807373,587.8592079877852,141.95079742040673,-71.58905727119999,22.5,5.794056415557861,36.41296960264781,4.005146482007015e-05,1.5329267505750803e-06,0.037
llama-2-7b.Q2_K,Mbpp/245,47.53440976142883,1069.5040333271027,265.7255855039346,276.5932212744,22.5,5.794056415557861,4.343403189901877,9.807628572044897e-05,2.063269244589036e-06,0.037
llama-2-7b.Q2_K,Mbpp/247,90.10480165481567,2027.3234421014786,493.33852782279706,-30.584024467199956,22.5,5.794056415557861,1.962636417629106,0.00015151640116283578,1.6815574573182354e-06,0.037
llama-2-7b.Q2_K,Mbpp/250,51.32000398635864,1154.6812230348587,278.2159515368214,-198.67915894319992,22.5,5.794056415557861,29.088987790197486,7.50997663826293e-05,1.463362442500814e-06,0.037
llama-2-7b.Q2_K,Mbpp/251,20.611771821975708,463.75582158565527,109.88142542924527,-92.0780736624,22.5,5.794056415557861,29.065136430149735,2.9301939333440362e-05,1.421611862702625e-06,0.037
llama-2-7b.Q2_K,Mbpp/252,10.431142568588257,234.6960836648941,60.429998848498144,158.255126604,22.5,5.794056415557861,15.173054918683658,2.758736500022003e-05,2.644711719624563e-06,0.037
llama-2-7b.Q2_K,Mbpp/253,14.090784549713135,317.03764736652374,72.17412129677348,-349.130279304,22.5,5.794056415557861,28.026866265416974,2.4388806912839238e-06,1.730833852919549e-07,0.037
llama-2-7b.Q2_K,Mbpp/255,64.95240068435669,1461.4075148105624,357.0532299755866,28.274022619200014,22.5,5.794056415557861,28.50955950349181,0.00011237021972345662,1.7300395141594846e-06,0.037
llama-2-7b.Q2_K,Mbpp/256,30.610291242599487,688.7213337421416,167.88585220138464,-162.86313029040002,22.5,5.794056415557861,25.14312994770664,4.221297683971785e-05,1.3790452532830274e-06,0.037
llama-2-7b.Q2_K,Mbpp/257,13.236359119415283,297.81492054462433,76.68379177627264,274.63421970720003,22.5,5.794056415557861,20.75012835768311,3.949847671098631e-05,2.9840892313845864e-06,0.037
llama-2-7b.Q2_K,Mbpp/259,24.620695114135742,553.9573520421982,133.08390203896764,-117.865094292,22.5,5.794056415557861,29.63257164559052,3.463326259174892e-05,1.406672818586042e-06,0.037
llama-2-7b.Q2_K,Mbpp/260,19.975586891174316,449.44175183773035,106.20496662625021,-210.10216808160004,22.5,5.794056415557861,29.143692134144516,2.1025713998586555e-05,1.0525705258690651e-06,0.037
llama-2-7b.Q2_K,Mbpp/261,7.8971779346466064,177.68329024314878,45.74852205135278,168.66713493359998,22.5,5.794056415557861,21.36079985827142,2.385845852421037e-05,3.0211372621526248e-06,0.037
llama-2-7b.Q2_K,Mbpp/262,17.651655197143555,397.15454936027527,92.71276563861785,-319.1442553152,22.5,5.794056415557861,27.595350772195367,1.0388166220247782e-05,5.885094686150921e-07,0.037
llama-2-7b.Q2_K,Mbpp/264,13.927762031555176,313.3708906173706,80.68940068765073,237.93019034399998,22.5,5.794056415557861,17.084590050348755,3.845539193796196e-05,2.761060380758676e-06,0.037
llama-2-7b.Q2_K,Mbpp/265,33.244710206985474,747.993147969246,183.05045943175753,3.6840029471999824,22.5,5.794056415557861,4.527747831427876,5.687635756377916e-05,1.710839324802661e-06,0.037
llama-2-7b.Q2_K,Mbpp/266,11.594242811203003,260.86647748947144,57.698774459726444,-359.41428753119993,22.5,5.794056415557861,36.09076174182971,-2.485584386484528e-06,-2.1438091533522293e-07,0.037
llama-2-7b.Q2_K,Mbpp/267,20.929795742034912,470.91228246688837,121.25042027688166,292.0842336672,22.5,5.794056415557861,3.7049325889065607,5.38047067115645e-05,2.570722971916271e-06,0.037
llama-2-7b.Q2_K,Mbpp/268,36.95423746109009,831.4576882123947,204.6150388193819,-18.47901478319999,22.5,5.794056415557861,3.7523844730943976,6.19185987358854e-05,1.6755480017976512e-06,0.037
llama-2-7b.Q2_K,Mbpp/269,16.642025470733643,374.43637847900385,176.4410267332153,-358.7862870288,22.5,5.794056415557861,0.0,1.1688371030953478e-05,7.023406526752666e-07,0.037
llama-2-7b.Q2_K,Mbpp/270,43.47558569908142,978.187025785446,242.3272828765091,247.8471982776,22.5,5.794056415557861,26.72568950689254,8.934694254989732e-05,2.0551061271104416e-06,0.037
llama-2-7b.Q2_K,Mbpp/271,23.214585304260254,522.3199832439421,125.0086240579209,-136.7431093944,22.5,5.794056415557861,28.586539786977337,3.106813474253432e-05,1.3383023791009875e-06,0.037
llama-2-7b.Q2_K,Mbpp/272,31.987698554992676,719.7098761796951,175.80283156774544,76.57906126319996,22.5,5.794056415557861,3.730950628815882,5.9149893965857746e-05,1.8491450350567832e-06,0.037
llama-2-7b.Q2_K,Mbpp/273,58.6809356212616,1320.302517414093,320.8062012776856,-23.497018797599992,22.5,5.794056415557861,26.48498679719324,9.842852658247763e-05,1.677351009154913e-06,0.037
