LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),HumanEval-X pass@1
llama-2-7b.Q2_K,CPP/33,40.44239830970764,909.9416452646257,215.26140626304482,-334.5882676704,22.5,5.794222354888916,36.21418766995954,4.810737229119073e-05,1.189528175920349e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/34,17.973256826400757,404.3915355205536,94.56320317416328,-253.8582030864,22.5,5.794222354888916,26.279736632736434,1.4913647615169063e-05,8.297687925575368e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/35,25.227367162704468,567.6077896356583,136.705890605719,-64.57205165759993,22.5,5.794222354888916,27.689228581749806,3.892703415726727e-05,1.5430478300096278e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/36,35.749972105026245,804.3621361255646,197.53449560787655,-4.266003412799961,22.5,5.794222354888916,3.2359852361586436,6.0703883895978164e-05,1.6980120632721707e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/37,23.600908041000366,531.0131031274796,136.73098188680683,325.35626028480004,22.5,5.794222354888916,3.8561444691071802,6.042822498300021e-05,2.5604194922509793e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/38,65.74711775779724,1479.28817152977,361.8229747018534,76.56506125199999,22.5,5.794222354888916,27.934889979706266,0.0001166868684105306,1.774783023042743e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/39,31.915680646896362,718.0917370319366,175.3604492834319,7.27000581599998,22.5,5.794222354888916,3.9118146772976994,5.4807193986931294e-05,1.7172497304161683e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/40,58.740256786346436,1321.6379517316818,321.1483779471587,-65.39405231520003,22.5,5.794222354888916,25.225862316045262,9.598125292592708e-05,1.6339944388570827e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/41,36.62386417388916,824.0240854024887,202.61264045715276,102.77308221839999,22.5,5.794222354888916,28.465689335508955,6.872239074692201e-05,1.8764374622139782e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/42,28.452492475509644,640.1715534925461,155.2871605561609,-27.35002188,22.5,5.794222354888916,25.660318840293506,4.67379203737866e-05,1.6426652397506495e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/43,31.667994499206543,712.5194638967514,269.461120807058,-38.266030612799995,22.5,5.794222354888916,0.0,5.742319561591607e-05,1.8132880380964712e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/44,70.32794237136841,1582.356730699539,378.7954891840735,-311.7582494064,22.5,5.794222354888916,35.68665568901978,0.00010036241594859578,1.4270631638649345e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/45,30.84111452102661,693.910710811615,169.03752381051106,13.070010455999984,22.5,5.794222354888916,3.3762639469806373,5.33040068441941e-05,1.7283424309407792e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/46,61.02680945396423,1373.0863147974014,334.58294996057987,-38.846031076799996,22.5,5.794222354888916,21.638667748908087,0.00010154464883543437,1.6639350761411655e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/47,76.64108228683472,1724.399101138115,506.52715563594256,-302.26624181279993,22.5,5.794222354888916,0.0,0.00011735521173814117,1.5312311391810847e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/48,22.793676614761353,512.8501546382904,132.0564829892487,0.21500017200005236,22.5,5.794222354888916,27.71881165738408,3.9254397256917344e-05,1.72216171705691e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/49,19.94558596611023,448.76923620700836,115.55050498187198,298.40023872,22.5,5.794222354888916,3.2162554626450603,5.2494833266383325e-05,2.6319022843238546e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/50,74.24681353569031,1670.5306935310361,401.6480057936798,-371.52529722,22.5,5.794222354888916,24.509584376941767,0.00010348145269201232,1.393749411781409e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/51,72.46634602546692,1630.4704481363294,391.36060403232017,-291.445233156,22.5,5.794222354888916,29.75443186656047,0.00010529061244782722,1.4529587625519968e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/52,18.763662099838257,422.17406094074244,99.21018358252526,-247.53019802400001,22.5,5.794222354888916,27.624256343153462,1.6663486235501135e-05,8.880721762541639e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/53,10.793672323226929,242.8548431396484,62.534922632151506,-284.50222760159994,22.5,5.794222354888916,26.35991894151423,1.2709660829991158e-06,1.1775103458200421e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/54,22.40804147720337,504.17195856571186,120.14092190930342,-154.40012352,22.5,5.794222354888916,27.182684295467173,2.8593277541463047e-05,1.2760275176459386e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/55,22.67891550064087,510.26546537876135,121.78924902024734,-157.23512578800003,22.5,5.794222354888916,27.27866361227235,2.8891848706668686e-05,1.2739519535602243e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/56,37.14058876037598,835.6525343656539,205.6005888964995,18.965015172000008,22.5,5.794222354888916,3.368460752339745,6.451221218844904e-05,1.736973331377959e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/57,41.02710199356079,923.0940556526185,218.748880209464,-373.4882987904,22.5,5.794222354888916,32.83842328107883,4.6752885642906453e-05,1.1395610065328115e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/58,46.65893578529358,1049.8112815618515,339.7883180901789,-292.11323369039997,22.5,5.794222354888916,0.0,6.677991136749806e-05,1.4312352016512646e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/59,47.85160994529724,1076.6419816017149,258.0841194927558,-258.6832069464,22.5,5.794222354888916,27.12714719924355,6.547511780328258e-05,1.3682949827212103e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/60,33.07351613044739,744.1415065526961,182.04383519146631,19.337015469599976,22.5,5.794222354888916,3.421274889352658,5.7533196920762865e-05,1.739554896245155e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/61,76.65481090545654,1724.7038859128952,504.095815609897,-363.0892904712,22.5,5.794222354888916,0.0,0.00011352485074224567,1.4809879432389885e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/62,52.63855957984924,1184.3489867448804,285.8367700339255,-128.60010288,22.5,5.794222354888916,27.83852032399182,8.163287840097086e-05,1.550819001366083e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/63,29.438672304153442,662.3607283830642,161.06018041244624,-13.294010635199987,22.5,5.794222354888916,24.662284189356864,4.929464650630847e-05,1.674486063671886e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/64,31.657952070236206,712.2921627759933,260.97777013729683,-38.02703042160002,22.5,5.794222354888916,0.0,5.6907712088753396e-05,1.797580335029195e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/65,34.83294224739075,783.7285780906677,192.23327417047813,32.1970257576,22.5,5.794222354888916,4.031458390467268,6.13445074185112e-05,1.7611061099240437e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/66,23.346808195114136,525.2919405698776,135.25375015356985,310.92524874,22.5,5.794222354888916,3.3195751963531253,5.91121176950796e-05,2.5319143071321496e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/67,44.69693684577942,1005.6700658798217,249.32174488075813,279.4282235424,22.5,5.794222354888916,24.39689928836775,9.336647549282518e-05,2.088878614097723e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/68,54.86568021774292,1234.4603383541107,298.81240354893805,-38.3010306408,22.5,5.794222354888916,38.36724843548726,9.096612174086928e-05,1.657978564739491e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/69,43.63951849937439,981.8764150142669,233.84419166442285,-307.43824595039996,22.5,5.794222354888916,26.233381128986892,5.526721554572613e-05,1.2664487933458392e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/70,30.802858591079712,693.0502849817275,168.94172990507286,22.588018070399936,22.5,5.794222354888916,3.2036071821193044,5.382497498871488e-05,1.7474019441917058e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/71,42.90911030769348,965.4411149024962,239.10662335994687,272.2562178048,22.5,5.794222354888916,27.57870021015878,8.986064916344382e-05,2.0942090973005346e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/72,61.466591119766235,1382.9775506258009,337.0800484004922,-30.989024791200045,22.5,5.794222354888916,3.4863878784689994,0.00010277653844219996,1.67207155252749e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/73,44.928523540496826,1010.8749032020568,250.69910052303612,281.57622526079996,22.5,5.794222354888916,24.127548952745755,9.389769086390189e-05,2.0899349336344464e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/74,61.63441801071167,1386.7584997415543,428.66568749691965,-38.5510308408,22.5,5.794222354888916,0.0,0.000108119276535661,1.754202927930147e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/75,16.64197087287903,374.4389265775681,175.7873132696841,-310.7212485768,22.5,5.794222354888916,0.0,1.4573413014657323e-05,8.757023507598623e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/76,27.07559823989868,609.1939544677736,147.27427244288438,-2.00200160160002,22.5,5.794222354888916,28.009986594559688,4.5907802792395846e-05,1.6955415863995933e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/77,57.351110219955444,1290.3831142187119,313.1478855870728,-38.449030759199964,22.5,5.794222354888916,29.58132351253773,9.523219460154487e-05,1.6605117884606987e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/78,55.97445106506348,1259.4111263751984,305.12543369364045,-43.411034728800004,22.5,5.794222354888916,28.207671483708992,9.25575304728643e-05,1.6535674528594742e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/79,72.25872421264648,1625.8003681898117,390.0372962500478,-347.7792782232,22.5,5.794222354888916,29.531144381188252,0.00010149810935442166,1.4046485107559897e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/80,74.63104748725891,1679.1730338335037,403.6638691279734,-300.2682402144,22.5,5.794222354888916,24.16224049391082,0.00010846583702242651,1.4533607750975746e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/81,57.862465143203735,1301.8844532966614,316.0934124518093,-3.5050028040000183,22.5,5.794222354888916,27.33891073726546,9.823753445738196e-05,1.6977765156436736e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/82,33.829427003860474,761.1488628387452,186.4644801705407,21.485017187999997,22.5,5.794222354888916,27.844782920092218,5.896775086008224e-05,1.7430904417433108e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/83,28.712675094604492,646.0278350114821,156.8475901313576,2.6100020880000514,22.5,5.794222354888916,26.20034339119002,4.9012222025332545e-05,1.706989051484883e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/84,36.66012954711914,824.8397076129913,202.94226692244425,98.5730788584,22.5,5.794222354888916,27.852738653489872,6.853651486418884e-05,1.8695109840269137e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/85,24.019737243652344,540.4357194900514,129.59187211512074,-125.30210024159997,22.5,5.794222354888916,27.91815621940197,3.3145486961017925e-05,1.3799271251302812e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/86,33.57232308387756,755.3655266761779,185.02054415149075,-12.618010094400027,22.5,5.794222354888916,3.367700220905381,5.645288250216797e-05,1.6815304190039305e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/87,59.53454327583313,1339.5092260837555,325.8767313016858,-42.09903367920003,22.5,5.794222354888916,24.608714478611205,9.877385291628423e-05,1.6591015481323013e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/88,40.63829445838928,914.3480265140533,216.4088443755088,-285.68922855119996,22.5,5.794222354888916,35.082724078481,5.1420722849207024e-05,1.2653267942102782e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/89,72.16556239128113,1623.698487281799,389.6602625561547,-300.84624067679994,22.5,5.794222354888916,30.546569912365502,0.00010420305629702174,1.4439443530147186e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/90,41.68992614746094,938.0115848779678,222.45064057599564,-308.61424689119997,22.5,5.794222354888916,32.499905400787675,5.1833293124474735e-05,1.243304987903692e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/91,28.056801080703735,631.2709164619446,153.06526634851366,6.85600548479999,22.5,5.794222354888916,27.415941161918013,4.8142506228511436e-05,1.7158943419826214e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/92,41.72541785240173,938.8102662563324,232.1390441227999,241.17319293839995,22.5,5.794222354888916,27.76384289489444,8.592490853311538e-05,2.0592941414526664e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/93,53.86985540390015,1212.0564955472944,292.8426831343609,-140.9091127272,22.5,5.794222354888916,27.9553337169528,8.299614331042257e-05,1.5406787838605132e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/94,55.62745809555054,1251.602668762207,302.9627829804298,-84.82906786320004,22.5,5.794222354888916,27.64770373099789,8.943060113831731e-05,1.6076701003433154e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/95,36.76951265335083,827.3014175891876,203.41360255549375,3.8640030911999843,22.5,5.794222354888916,3.6551314191433777,6.29521218824693e-05,1.7120738715238978e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/96,31.309796810150146,704.4629180431365,171.8891120575097,-47.412037929600025,22.5,5.794222354888916,22.774124622872495,5.043938669584561e-05,1.610977771644112e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/97,27.943511962890625,628.7189286947252,152.3311484839445,-14.23401138719999,22.5,5.794222354888916,26.92503677277752,4.665926657217189e-05,1.6697710235612492e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/98,36.032238483428955,810.7149374485016,199.13740616004478,83.94506715600002,22.5,5.794222354888916,28.008951116343738,6.655544561672393e-05,1.8471082679843064e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/99,29.868047952651978,672.0217931270599,163.45115584332004,-8.852007081600028,22.5,5.794222354888916,23.636833076600038,5.029827699543415e-05,1.684016212749122e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/100,71.57550644874573,1610.4257369041443,395.2968172298722,239.970191976,22.5,5.794222354888916,28.09867376321244,0.0001366460369760104,1.9091172910367153e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/101,52.69127798080444,1185.53254365921,286.2420820146582,-179.7031437624,22.5,5.794222354888916,27.534549063250704,7.862003731309801e-05,1.4920882606365987e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/102,29.125742197036743,655.3210186958312,159.13952386722997,-10.914008731200017,22.5,5.794222354888916,25.548162997474986,4.889424413207519e-05,1.678729551381173e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/103,34.202579975128174,769.545840024948,188.62842392119546,34.020027215999995,22.5,5.794222354888916,28.33277306460054,6.0373093350539185e-05,1.765161967151074e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/104,41.74300026893616,939.2051142454145,222.69853077370328,-323.990259192,22.5,5.794222354888916,31.873218040656333,5.0985400251552124e-05,1.2214119714220416e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/105,56.28980302810669,1266.500650048256,306.8185639994442,-45.92903674320005,22.5,5.794222354888916,27.889007561084483,9.293872236363408e-05,1.65107563650965e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/106,55.64369869232178,1251.9644236564636,303.2727652230119,-38.75903100719999,22.5,5.794222354888916,35.71569182221625,9.227474719899876e-05,1.6583144069776164e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/107,57.95280146598816,1303.9222025871277,316.5862918016768,-25.478020382399954,22.5,5.794222354888916,27.21706957995529,9.705450289514582e-05,1.6747163284609462e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/108,30.594024896621704,688.3542305231093,167.7874522323674,-39.08203126560001,22.5,5.794222354888916,23.83972032725301,4.971649106605888e-05,1.6250392432526503e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/109,30.745869159698486,691.7691332101822,168.59494306464114,5.549004439199963,22.5,5.794222354888916,3.4679807109818293,5.268912724156914e-05,1.7136977643368675e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/110,65.516104221344,1474.0886342525484,360.3826028244766,70.21605617279998,22.5,5.794222354888916,28.17979164170717,0.00011589651823562606,1.7689775607547344e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/111,42.05485224723816,946.2158614397049,224.63781893858766,-324.530259624,22.5,5.794222354888916,30.357021059569508,5.149713452402501e-05,1.2245230163044253e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/112,40.11560893058777,902.5900858640671,213.3923606995739,-310.64024851199997,22.5,5.794222354888916,37.14461923309734,4.900350680827947e-05,1.2215570974647418e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/113,65.46539282798767,1472.945460677147,360.07488201597147,9.24900739920001,22.5,5.794222354888916,3.5963768692277522,0.00011209850776271462,1.7123323166677832e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/114,23.296605587005615,524.1660296916962,134.9663629114542,313.5792508632,22.5,5.794222354888916,3.3653468319308404,5.9187612121176224e-05,2.5406109873015107e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/115,54.40434217453003,1224.0789288282394,296.1460954109248,-38.4680307744,22.5,5.794222354888916,40.29521204380161,9.016203185817695e-05,1.6572580101958712e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/116,66.67417335510254,1500.1468044519424,367.14755231881213,22.86801829440005,22.5,5.794222354888916,3.831679498988842,0.00011501270520698535,1.7249963429532867e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/117,43.72511315345764,983.8009053468703,243.71695251143817,273.55221884160005,22.5,5.794222354888916,25.88314247578401,9.133719541981807e-05,2.088895575850452e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/118,34.44455671310425,774.9915236234664,190.06152246294903,36.6980293584,22.5,5.794222354888916,28.054725965985906,6.095460509150366e-05,1.7696440572368815e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/119,69.82947850227356,1571.1429673433304,375.9361717228654,-331.0332648264,22.5,5.794222354888916,38.52120598373852,9.833324913606945e-05,1.4081910855580548e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/120,62.75797080993652,1412.0290553569794,344.24605639020734,13.548010838399996,22.5,5.794222354888916,3.369853087198595,0.00010769029568659461,1.715962041104489e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/121,31.660152196884155,712.3435539007186,262.69740632925556,-38.58003086399997,22.5,5.794222354888916,0.0,5.698182665566798e-05,1.7997963591999368e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/122,72.94102358818054,1641.1492502689364,393.7249492465156,-332.9982663984,22.5,5.794222354888916,27.676417838033945,0.00010355584132696931,1.4197201551713572e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/123,47.761826038360596,1074.6204543113708,257.5142021876417,-286.13522890800004,22.5,5.794222354888916,28.321477881070948,6.364703128113725e-05,1.3325920836866292e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/124,59.215580224990845,1332.3322838544843,323.8277753263935,-15.99801279839997,22.5,5.794222354888916,24.918999533666142,9.980067131839471e-05,1.6853785935931043e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/125,61.629746198654175,1386.6420650482175,425.9424290719028,-38.589030871200016,22.5,5.794222354888916,0.0,0.00010794417450307382,1.7514947109328032e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/126,45.32897710800171,1019.8886758089067,243.58844862672353,-315.85225268159996,22.5,5.794222354888916,23.221916574075927,5.766113084231544e-05,1.2720589459791007e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/127,50.16641092300415,1128.725432753563,271.63027400664646,-213.09117047280003,22.5,5.794222354888916,28.382440203844464,7.224273846315718e-05,1.4400619285688181e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/128,50.69266104698181,1140.5675196647644,274.5033880116097,-227.92618234079998,22.5,5.794222354888916,27.376576183252922,7.223544819970377e-05,1.4249685597044543e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/129,47.71419930458069,1073.5509556531904,257.31642133524593,-307.1272457016,22.5,5.794222354888916,28.276722386443446,6.229259638299315e-05,1.3055358214302655e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/130,62.76966404914856,1412.233176827431,344.50935666557484,0.8280006623999793,22.5,5.794222354888916,3.887010759313471,0.00010694474950509559,1.7037648858747753e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/131,43.859904289245605,986.8381422758101,244.49649660493495,273.19221855359996,22.5,5.794222354888916,25.536964771147062,9.154753380599045e-05,2.0872716274585625e-06,0.006097560975609756
