LLM,Prompt ID,Variant,Language,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),Bleu score,Total count,Vulnerable percentage,Vulnerable suggestion count,Pass rate
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,14.152617692947388,974.9929129936858,165.64750856810338,9.920007936042863,68.89304611214557,11.705788135528564,0.7010063410753952,7.497978598953857e-05,5.2979447065049255e-06,19.646671585187438,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,136.73631763458252,8933.736717983636,1600.3766280099214,93.19807455836494,64.77745298282723,11.705788135528564,0.5956168676024759,0.0006925612210607178,5.064939827555802e-06,1.5906904519295926,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,14.135746955871582,974.0902662716184,165.45038889913982,9.609007687239046,68.91130652524608,11.705788135528564,0.6798383232403798,7.488784907077791e-05,5.297763839757449e-06,19.646671585187438,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,136.77977514266968,8936.682391340191,1600.8831694625223,88.59107087272334,64.91801381701181,11.705788135528564,0.6545283457845326,0.00069248596571506,5.062780407357409e-06,1.5906904519295926,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,14.163710832595825,975.6039344825225,165.7778341688621,9.235007387958794,68.88207857285755,11.705788135528564,0.6520871689412691,7.498345798408616e-05,5.294054564537005e-06,19.646671585187438,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,136.82664704322815,8938.282546620321,1601.440733735285,89.86507189200354,64.77257571372942,11.705788135528564,0.6157451253541851,0.0006927096042719585,5.062680546817085e-06,1.5906904519295926,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,14.152405500411987,975.1745531390229,165.6449521244283,9.11900729522741,68.90680252848317,11.705788135528564,0.6444129484989177,7.49392568718969e-05,5.2951603788992176e-06,19.646671585187438,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,133.19193840026855,8703.735230982631,1558.90567497107,89.74707179760787,64.906553613545,11.705788135528564,0.7188362382797325,0.0006746449948667628,5.065208923075502e-06,2.275201134213509,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,70.72134828567505,4647.77246021501,827.7409787745297,47.93003834399623,64.91275198111643,11.705788135528564,0.6411457336756307,0.0003599520713888429,5.089722977775198e-06,22.26979858405254,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,133.18242764472961,8702.790347226668,1558.7975117275423,87.49206999362214,64.90333844228299,11.705788135528564,0.6705840536482573,0.0006744294157585573,5.063951961873149e-06,2.275201134213509,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,70.6911985874176,4646.359742084833,827.383403192672,51.1390409112189,64.91152613823174,11.705788135528564,0.7179043813621573,0.00036004582924744596,5.093220039298229e-06,22.26979858405254,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,133.15033769607544,8701.046208831396,1558.41612996168,87.62007009598949,64.91005476037569,11.705788135528564,0.6985094245602667,0.0006742992412603942,5.064194751045449e-06,2.275201134213509,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,70.7272698879242,4648.580380861332,827.8080519304721,48.096038476735934,64.91589271442838,11.705788135528564,0.6860241816712613,0.00036001991093943217,5.090256014546111e-06,22.26979858405254,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,133.09046483039856,8696.716810367878,1557.7268893035096,83.92206713763728,64.91131805741175,11.705788135528564,0.6418299495310291,0.0006737311946450643,5.0622048356628815e-06,2.275201134213509,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,70.7037250995636,4645.980774781644,827.5329607294187,46.710037367952985,64.91101052635013,11.705788135528564,0.6365726486777222,0.0003597422495100782,5.088023990298902e-06,22.26979858405254,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,2,autocomplete,cpp,133.21587705612183,8705.786802623903,1559.185934877021,84.72806778236364,64.91368547656039,11.705788135528564,0.6382565454442553,0.0006744698770620792,5.062984172509222e-06,2.275201134213509,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,3,autocomplete,cpp,70.71336579322815,4647.913755328021,827.6448442124864,44.67303573842951,64.90603899417317,11.705788135528564,0.6196025199892624,0.000359742761887393,5.087337561322016e-06,22.26979858405254,20.0,0.0,0.0,100.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,135.70043540000916,8863.415002726319,1588.2496490336598,91.43807315035168,64.57261317543566,11.705788135528564,0.6846257001327063,0.0006870735041048856,5.063163593245473e-06,0.6747162159690654,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,21.551815271377563,1454.45941456661,252.23932407622505,13.804011043128117,64.88777456837633,11.705788135528564,0.6357334520621455,0.00011212181877502093,5.202430392205856e-06,9.464116027108174,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,135.71799564361572,8864.307275440158,1588.4682863671812,92.8780743023716,64.54031354894234,11.705788135528564,0.6379142559168544,0.000687239742027644,5.063733359519095e-06,0.6747162159690654,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,21.558473110198975,1455.472475377037,252.31420052530652,13.529010823232213,64.8929639381814,11.705788135528564,0.626739177666836,0.00011217479630118158,5.2032811288529266e-06,9.464116027108174,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,135.74645519256592,8865.973042772754,1588.7963679569448,92.21607377282726,64.725706869605,11.705788135528564,0.6186116344902588,0.0006873265359976987,5.063311119415071e-06,0.6747162159690654,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,21.551316261291504,1455.7633076097088,252.2338148842878,14.205011364026854,64.88305638569702,11.705788135528564,0.6267639420687209,0.000112232564337156,5.207689543247891e-06,9.464116027108174,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,135.7494900226593,8865.972127772025,1588.8348960191004,85.78806863041022,64.82945599164485,11.705788135528564,0.5780788965685386,0.000686910086571543,5.060130144554385e-06,0.6747162159690654,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,21.557066917419434,1455.6463635161592,252.30127597218504,13.788011030413383,64.90145031347163,11.705788135528564,0.6223987770705306,0.00011220216452498698,5.204890115840423e-06,9.464116027108174,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,135.783846616745,8868.974503173911,1589.232113223186,86.52006921595623,64.69001205384669,11.705788135528564,0.6135322237443886,0.0006871793344661808,5.060832724865795e-06,0.6747162159690654,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,36.71760559082031,2440.318520253271,429.7396944357404,22.809018247188504,64.91086390362837,11.705788135528564,0.6326330497472553,0.00018852253255083253,5.134390696706123e-06,0.38749339032219937,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,24.235257387161255,1630.0760490597866,283.65398402509766,16.59701327761942,64.9249205961723,11.705788135528564,0.7198064951723981,0.0001257956601977431,5.190605496287568e-06,0.30546002493812957,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,35.40700602531433,2352.3353978668006,414.4031004254214,23.769019015268398,64.89501345045211,11.705788135528564,0.6479580662148927,0.00018185194891608993,5.136044227689695e-06,0.38749339032219937,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,24.234407663345337,1629.8062748439702,283.63171003277154,17.39101391270981,64.92295245077709,11.705788135528564,0.7139908901961066,0.0001258283714613887,5.1921372789195395e-06,0.30546002493812957,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,35.389487981796265,2350.7613046075626,414.18737397700187,23.97201917759828,64.9089155740466,11.705788135528564,0.6317400174257165,0.0001817485389718034,5.135664552855121e-06,0.38749339032219937,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,24.232892751693726,1629.6584477257236,283.62440072492757,15.781012624821456,64.92687681072104,11.705788135528564,0.640972158854548,0.0001257133408687809,5.187714985450688e-06,0.30546002493812957,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,35.397549629211426,2351.5474972364864,414.2934580168855,23.089018471195153,64.90238429392807,11.705788135528564,0.6566804977560665,0.00018174914346823668,5.134512003572424e-06,0.38749339032219937,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,24.21833109855652,1628.24353359379,283.453830672428,16.75401340321958,64.92609276683955,11.705788135528564,0.6976796002605836,0.00012567342651614958,5.189186075816763e-06,0.30546002493812957,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,35.38669037818909,2350.073806057523,414.16244865116994,23.358018686397976,64.90037849226437,11.705788135528564,0.6075143012550902,0.00018166209847495982,5.1336278282449645e-06,0.38749339032219937,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,4,autocomplete,csharp,24.219647884368896,1628.9694841745638,283.4659961069036,15.823012658372493,64.92629993441115,11.705788135528564,0.6395406299972635,0.00012566085659337532,5.1883849506530395e-06,0.30546002493812957,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,5,autocomplete,csharp,35.401042461395264,2350.4192643339084,414.3323377295901,22.91601833278034,64.89970966120732,11.705788135528564,0.6444191143314529,0.00018166687835640807,5.131681603854329e-06,0.38749339032219937,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,9.151510953903198,650.1179350939274,107.10570473664131,5.744004595215069,71.04192299881448,11.705788135528564,0.6277603202254378,4.972111783903083e-05,5.433104772477418e-06,6.858195618638597,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,27.43267321586609,1833.2523886007368,321.0816925398723,18.23601458879054,64.91564436506833,11.705788135528564,0.6431582920087323,0.00014158216869683218,5.16107809044822e-06,15.653507575869614,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,9.160811185836792,650.8517596809731,107.21467733460747,6.0440048352150555,71.04994929413058,11.705788135528564,0.6598754517144833,4.9795591725112756e-05,5.435718596853079e-06,6.858195618638597,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,27.433014392852783,1833.2842486262045,321.0859430461137,17.985014388016694,64.92177456905608,11.705788135528564,0.6449812004311538,0.00014156816475494025,5.160503425821972e-06,15.653507575869614,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,9.156548023223877,650.602920481902,107.16411221833562,6.003004802396239,71.05604571490791,11.705788135528564,0.6557089857433698,4.977340823564039e-05,5.435826701219653e-06,6.858195618638597,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,27.418155670166016,1832.709787166703,320.9104080227648,19.143015314365684,64.9137339682644,11.705788135528564,0.7202016028150258,0.00014159475361118107,5.164269811380924e-06,15.653507575869614,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,9.143544435501099,649.6081096860743,107.0116772870158,6.1790049432075556,71.04823442107369,11.705788135528564,0.6758949948365075,4.971011404931195e-05,5.436635037973396e-06,6.858195618638597,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,27.405116319656372,1831.8643904903397,320.7619863731096,17.019013615193757,64.91577559459671,11.705788135528564,0.6196483751097247,0.00014139157134256724,5.159312943370135e-06,15.653507575869614,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,51.21779251098633,3381.6883233484987,599.4524982500567,34.042027233566195,64.91380899391993,11.705788135528564,0.6225115261466436,0.00026166165895840553,5.1088039161835905e-06,12.592798392810105,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,33.47225260734558,2226.615770291189,391.74976925562015,21.706017364808705,64.87333455190664,11.705788135528564,0.6458391561628574,0.00017204832989145837,5.1400284262225565e-06,5.031157085668264,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,51.21981072425842,3382.069913653765,599.4815568652803,32.812026249601224,64.91273262432298,11.705788135528564,0.6509320840666097,0.0002616082633776135,5.107560135002844e-06,12.592798392810105,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,33.49441170692444,2226.0161018114786,392.0083552078804,20.719016575210247,64.8734635733016,11.705788135528564,0.6223084498200278,0.00017196178128407055,5.134043935111725e-06,5.031157085668264,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,51.22623562812805,3382.5180330122607,599.5547392517955,34.358027486380834,64.91131107360025,11.705788135528564,0.6774476808611538,0.00026174298549318085,5.109549477601262e-06,12.592798392810105,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,33.48777174949646,2227.5890970698265,391.92870077673376,22.499017999216832,64.87659213591509,11.705788135528564,0.6573862716663991,0.0001721750986337496,5.141431920932109e-06,5.031157085668264,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,51.217223167419434,3381.1917419512215,599.451077693473,31.97502558002774,64.90379780106048,11.705788135528564,0.6380106356497365,0.0002614945026608183,5.1055970333659475e-06,12.592798392810105,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,33.484034061431885,2227.4713599756774,391.8910016051585,20.360016287962466,64.8801440676306,11.705788135528564,0.6218103794448239,0.00017202557457219705,5.137540305226911e-06,5.031157085668264,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,51.218766927719116,3382.2015057590525,599.4665028727221,33.65402692318553,64.91397940332327,11.705788135528564,0.6489789532427644,0.0002616707294864921,5.108883817054142e-06,12.592798392810105,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,33.48542666435242,2227.426682939931,391.90651888336095,20.961016768794583,64.86389195934251,11.705788135528564,0.6181091057418602,0.00017206284032022126,5.138439538039222e-06,5.031157085668264,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,8,autocomplete,java,51.220770597457886,3382.2903118300496,599.4972946227955,32.40602592479158,64.90982052082458,11.705788135528564,0.6550208006299013,0.0002615971936455432,5.107248301698265e-06,12.592798392810105,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,9,autocomplete,java,33.490617513656616,2225.4247333383883,391.9682279729893,21.697017357619195,64.87505152103915,11.705788135528564,0.6025445779394938,0.0001719843623460111,5.135299827657113e-06,5.031157085668264,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,28.276653051376343,1888.7240319780258,330.9588168841605,19.335015467941695,64.91473828157753,11.705788135528564,0.7008231760385455,0.00014591244057254714,5.160173670746544e-06,24.057531831628975,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,42.74272561073303,2827.8367582675974,500.2659136454178,27.899022319166633,64.91110562697037,11.705788135528564,0.6240891362920096,0.00021870410485426143,5.116756166793049e-06,6.717066642916742,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,28.268396854400635,1888.3295006623835,330.86030449459423,18.265014611973385,64.91511082410125,11.705788135528564,0.6325742902965668,0.00014581057999774855,5.158077437102689e-06,24.057531831628975,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,42.733649015426636,2827.173063736652,500.16797338571325,28.4710227768159,64.91590054020382,11.705788135528564,0.6775432096208718,0.00021869174675351314,5.117553773013077e-06,6.717066642916742,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,28.261189699172974,1887.333164865318,330.77567113821135,19.04601523684546,64.90964096755238,11.705788135528564,0.6727658560386603,0.00014579103163201337,5.15870114400314e-06,24.057531831628975,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,42.73366975784302,2827.6333901049,500.1682971274887,29.285023427999548,64.9176930741536,11.705788135528564,0.6839066416764384,0.00021877481326513346,5.11949510783546e-06,6.717066642916742,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,28.248891353607178,1887.397617916889,330.63151953093916,18.600014879999183,64.90743630793415,11.705788135528564,0.6734643381220433,0.00014575677285607496,5.159734271747372e-06,24.057531831628975,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,42.72767400741577,2827.255033802218,500.0922373464005,28.787023029630543,64.91709430679472,11.705788135528564,0.6403058618156712,0.00021871274613491338,5.118760878416967e-06,6.717066642916742,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,46.690845251083374,3085.0723900559265,546.4631756548864,29.349023479208203,64.89572182542925,11.705788135528564,0.6595592967216348,0.00023857273029081246,5.109625431021231e-06,20.64364293602021,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,129.07172966003418,8435.734359582098,1510.6835867723375,82.79206623363899,64.89582465814733,11.705788135528564,0.6449711252205765,0.0006535841152786737,5.063727874416559e-06,1.718388289326411,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,46.69283962249756,3087.334531865649,546.4861362030467,29.289023431228188,64.91632232983324,11.705788135528564,0.5980737703568281,0.00023871773588176102,5.112512706696509e-06,20.64364293602021,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,129.08196353912354,8433.557483840556,1510.806377004185,82.11406569118007,64.89664529007392,11.705788135528564,0.6219482643113079,0.0006534060705430444,5.061947096466372e-06,1.718388289326411,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,46.67934989929199,3085.936035746839,546.3301484848291,30.538024430354362,64.86530200826026,11.705788135528564,0.6334298820431685,0.00023869782815920938,5.113563678032924e-06,20.64364293602021,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,129.0695059299469,8431.635856303288,1510.6645306616238,86.51406921116322,64.90092516069494,11.705788135528564,0.7020612870006018,0.0006535583376364412,5.0636153979791565e-06,1.718388289326411,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,46.669581174850464,3085.921448735178,546.2138470428774,30.47202437758134,64.87478555141723,11.705788135528564,0.6839637547889711,0.00023868499731808702,5.114359103070562e-06,20.64364293602021,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,129.07143139839172,8433.387012704212,1510.6817699111666,80.50606440480612,64.89492711235555,11.705788135528564,0.6251208480126811,0.0006532820505514362,5.061399284672196e-06,1.718388289326411,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,46.66716909408569,3085.237123187687,546.1866387793531,28.87502310001122,64.86718978959219,11.705788135528564,0.5887834618414061,0.00023853455457518207,5.111399710024675e-06,20.64364293602021,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,129.0843997001648,8434.681810740063,1510.8290193923242,80.86606469278613,64.8932535575133,11.705788135528564,0.6196055928872317,0.0006533994865029055,5.061800558554027e-06,1.718388289326411,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,6,autocomplete,javascript,46.68716025352478,3087.380734902595,546.423388907035,30.149024119141554,64.89594343789499,11.705788135528564,0.6017981817641714,0.0002387727022971749,5.114311965015008e-06,20.64364293602021,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,7,autocomplete,javascript,129.06328678131104,8433.180409538898,1510.5959504318994,83.36106668879184,64.89529371303034,11.705788135528564,0.6365895690210616,0.0006534490488837426,5.0630126132690824e-06,1.718388289326411,20.0,20.0,4.0,80.0
codegeex4-all-9b-Q6_K_L,12,autocomplete,php,132.4295735359192,8649.917576928521,1549.9905074493595,90.06107204875823,64.90477900611309,11.705788135528564,0.6469270039184909,0.0006705772816509644,5.0636520510207795e-06,0.22374595410659456,20.0,50.0,10.0,50.0
codegeex4-all-9b-Q6_K_L,13,autocomplete,php,58.77009701728821,3871.608542284369,687.8635136842416,37.309029847104604,64.91529464213038,11.705788135528564,0.6260408549416827,0.0002995632851771655,5.097205898588936e-06,38.98035426828427,20.0,50.0,10.0,50.0
codegeex4-all-9b-Q6_K_L,12,autocomplete,php,132.42116379737854,8651.081209859456,1549.8885901893962,87.7980702383152,64.90570484688126,11.705788135528564,0.6131182214886346,0.0006704989961690892,5.063382445384933e-06,0.22374595410659456,20.0,50.0,10.0,50.0
