LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),MBPP pass@1,MBPP+ pass@1
llama-2-7b.Q2_K,Mbpp/58,55.897279500961304,3640.8111586465925,654.2419311700484,107.44008593519538,64.92234335052038,11.705788135528564,1.8724592119721717,0.00028690191986034983,5.13266338579887e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/59,34.31974220275879,2237.757353204442,401.6804365823388,66.7520534079813,64.92174465621062,11.705788135528564,1.8717192781951448,0.00017635713004519643,5.13864961465299e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/61,71.90711975097656,4680.091922070539,841.6280189852881,145.57411647331264,64.92491165613195,11.705788135528564,2.053293833754082,0.0003693265339907289,5.136160859588777e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/62,45.50168442726135,2966.8089264452497,532.5547684869487,93.60707491055109,64.78529030692128,11.705788135528564,2.0240852637897624,0.0002341469187385995,5.145895623114898e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/63,32.29879665374756,2107.3940569139136,378.022685390706,65.34805229421181,64.94186849490906,11.705788135528564,1.7700253172609612,0.0001662283818435719,5.14658126819981e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/64,18.726338386535645,1228.1476185173112,219.16636386368612,39.26303137973264,64.91693614301522,11.705788135528564,2.0652948979964916,9.687733342037113e-05,5.173319600484553e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/65,56.78052043914795,3696.918664532553,664.5785232382614,112.83009025646606,64.92332692027368,11.705788135528564,1.9574161274762276,0.0002915832086282195,5.135268334511148e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/66,20.55864453315735,1345.8588366862118,240.6171003910449,39.70503173604811,64.92530535243816,11.705788135528564,1.8522086704523517,0.0001059750517190126,5.154768425909313e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/67,39.64094376564026,2584.7767008197143,463.96964356354465,74.77205980137569,64.92805016065189,11.705788135528564,1.9327489114636682,0.00020355362089270453,5.13493377191336e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/68,41.92737078666687,2734.2267543796606,490.732636557182,85.65806851663638,64.92232839242355,11.705788135528564,1.9277229112230763,0.00021574650252085653,5.145719811972209e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/69,93.0382776260376,6049.818697851085,1088.953210834467,198.9701591838866,64.9067043301123,11.705788135528564,2.082242095672893,0.0004781863827312526,5.139673636836844e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/70,32.57429385185242,2127.4984529973976,381.24956479220225,65.3910523169543,64.92658013647313,11.705788135528564,2.0308356756320878,0.00016775163792843005,5.149816560609508e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/71,79.45002961158752,5168.3983747154,929.9070203379026,150.51212039907114,64.92558843675039,11.705788135528564,2.019851221394329,0.00040722328700352887,5.12552718978643e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/72,30.675121784210205,2004.291515431933,359.0141284369545,64.66405172602663,64.82607701815373,11.705788135528564,2.0225377378971747,0.00015822606400973469,5.158123417497902e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/74,110.94560742378235,7212.91680932884,1298.539977418132,225.3121802283431,64.92289774242964,11.705788135528564,1.8832687445159697,0.0005693582454159011,5.131868296877279e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/75,39.93318009376526,2605.6653365305992,467.3881864687372,80.15906412879303,64.93602470513187,11.705788135528564,2.103986497511299,0.000205488733056443,5.145814397299298e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/77,2.171544313430786,151.45743616586105,25.394025778266492,4.987003961787195,69.76209608977483,11.705788135528564,2.2984324214226364,1.1850059248293646e-05,5.456973258617015e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/79,20.393348217010498,1333.4232517377475,238.6806138433168,41.88903350268447,64.9119924694195,11.705788135528564,1.961950302055919,0.00010518077891376192,5.1576022629785e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/80,73.03259205818176,4753.2656816095005,854.8065112481991,149.59711966469058,64.91807000882893,11.705788135528564,2.0556293710634166,0.0003752161136289765,5.1376529718411034e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/82,14.331756591796875,943.3813347044712,167.7433570047949,30.910024722174967,65.82611597458963,11.705788135528564,2.156991238110811,7.442418184677729e-05,5.192956032296541e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/84,89.82846999168396,5842.451874957755,1051.39475529645,208.1621665183775,64.92421802061935,11.705788135528564,2.2346163130160024,0.0004628241038241199,5.1523097729146085e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/85,12.347883939743042,814.1415723127099,144.5209659383255,27.13302169183862,65.93550966331838,11.705788135528564,2.197659863492932,6.42423798167772e-05,5.20270356688452e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/86,44.89719033241272,2924.28086342284,525.4931314738857,89.65807171250617,64.92006327568191,11.705788135528564,1.903444919031477,0.00023065790555190521,5.137468599797567e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/87,43.55610990524292,2838.5194178136926,509.79866325782996,84.9310679257087,64.92467731111702,11.705788135528564,1.905899667096091,0.0002237381712779154,5.136780391193376e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/88,36.6700177192688,2392.6486201173743,429.19176427167497,80.9780647784919,64.93496438657971,11.705788135528564,2.216987111308545,0.00018917103396304196,5.158738547967465e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/89,90.2968978881836,5872.18253574227,1056.8578307760486,190.6661525367781,64.92911430489745,11.705788135528564,2.4262628013241208,0.0004639774299730338,5.138354039001274e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/90,80.54716920852661,5241.743703391608,942.7490137248884,181.06914482984848,64.92320239212793,11.705788135528564,2.3001329145780782,0.00041483128906164506,5.150165960366632e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/91,11.590460062026978,765.2512162004826,135.65129529957483,26.55702126048709,66.02613955063887,11.705788135528564,2.291649926683025,6.0440734356468766e-05,5.214696744824355e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/92,169.64571714401245,11023.903388115661,1985.601521325291,373.80029902749357,64.91349952635329,11.705788135528564,1.9708830625501783,0.0008721639773424277,5.141090456189039e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/93,37.70369029045105,2460.281802223885,441.29082610155905,79.4280635375344,64.92405331241304,11.705788135528564,2.2869053844495872,0.0001942660186984761,5.152440442883558e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/94,87.58265805244446,5696.585249264546,1025.1049583525428,177.43614193932444,64.92119789000552,11.705788135528564,2.208837319010559,0.0004496026492326896,5.133466592935187e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/95,19.314159393310547,1265.9844657867848,226.0467222277634,41.547033256961186,64.9435377330581,11.705788135528564,2.161161106866388,9.99403107226118e-05,5.17445821417556e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/96,19.30630373954773,1262.1564097242965,225.9545367572051,42.3040338375813,64.92386588440425,11.705788135528564,2.132795111461159,9.973416846048846e-05,5.1658862206849764e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/97,23.667590141296387,1546.676843340461,277.0072193063917,54.528043648360836,64.9488555562181,11.705788135528564,2.323184077345712,0.00012239943088816348,5.1716051426205355e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/98,21.036082983016968,1377.9503333594096,246.20110458728206,48.845039066236495,64.94854503200044,11.705788135528564,2.3938005648006446,0.00010902592735822723,5.1828055368600225e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/99,16.727429151535034,1096.7328713856139,195.76537339051058,38.84903107689297,64.93880312821341,11.705788135528564,2.3950174989152657,8.6761313236527e-05,5.1867691353255635e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/100,68.70091676712036,4470.8189136522715,804.0960070103949,166.8791335134756,64.9232757152647,11.705788135528564,2.383468965685637,0.00035463113724444275,5.161956403675911e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/101,20.776530742645264,1361.601669280471,243.1631173482492,51.10604087121828,64.91894295600048,11.705788135528564,2.330264024438126,0.00010790988207933975,5.193835458671994e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/102,76.66888761520386,4988.143197511352,897.3516701976321,165.14313211644094,64.88249686534004,11.705788135528564,2.169317140222572,0.0003943083133191789,5.143002925752446e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/103,96.0736985206604,6249.936997945604,1124.4700949189723,223.026178466057,64.92106438244534,11.705788135528564,2.4794769417768188,0.0004951099535057009,5.153439090296173e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/104,105.27121758460999,6845.7761596165565,1232.1260769475512,233.35418668750663,64.96926457556333,11.705788135528564,2.22709314353844,0.0005416284203269291,5.145076049791144e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/105,21.867469549179077,1432.9139213302283,255.93550904439132,45.72203658881335,64.91695102469149,11.705788135528564,2.0563665937312154,0.00011303864972415451,5.169260643986952e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/106,18.620978593826294,1218.4872357890008,217.93243325008223,34.26202740399731,64.91480270632488,11.705788135528564,1.7560314317384318,9.584146649834135e-05,5.146961853557856e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/108,21.61830973625183,1413.9206071355632,253.0191538230955,42.05103365677587,64.96848545979903,11.705788135528564,1.8871158712563787,0.00011137160704743168,5.1517259400105725e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/109,84.57452535629272,5502.989154387822,989.8894248343078,162.93013034101023,64.93085691529741,11.705788135528564,1.8403043456459165,0.00043374611175196125,5.1285669050425075e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/111,61.83786153793335,4026.4817441828413,723.7653602302811,120.25809621718508,64.95304116166746,11.705788135528564,1.8047409018088558,0.0003174013534982982,5.132799640938326e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/113,16.40138077735901,1077.443416954066,191.95155015013032,31.590025238870112,64.90452580393936,11.705788135528564,1.9705141118670642,8.478266225795696e-05,5.169239310326461e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/116,17.705565690994263,1160.0473360370956,207.21805127518766,34.57802768593865,64.90844911943248,11.705788135528564,2.0487089241257235,9.135540954879384e-05,5.1597001272464706e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/118,37.358726024627686,2435.3740702977025,437.25326659469414,80.89306468832547,64.92120256373273,11.705788135528564,2.215635577020389,0.00019247518161467924,5.152080975346842e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/119,26.518287420272827,1734.4041125222143,310.3783429032393,58.5030468101877,64.91740236560902,11.705788135528564,2.1870863930134004,0.00013706702645888683,5.168773695170872e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/120,28.927515983581543,1888.899874118699,338.5786265812535,65.13405211023837,64.92285434354514,11.705788135528564,2.204545036243919,0.00014940510220889857,5.164809252674747e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/123,30.375385761260986,1983.3111456476481,355.5064560719287,64.2040513810116,65.08403871258092,11.705788135528564,1.7611405458469074,0.00015660024859046214,5.155498264986022e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/124,44.46240496635437,2897.9100603261422,520.4026660325616,94.58007563694082,64.92149966064794,11.705788135528564,2.081501292526548,0.0002289283932811634,5.1488081549884285e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/125,84.3862509727478,5489.639202707852,987.688954777477,188.39315073080343,64.9284379841246,11.705788135528564,2.0351871810513518,0.0004343920965316794,5.147664359114194e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/126,35.85334801673889,2341.1473689164186,419.6305616644294,73.6150589062845,64.92369947870085,11.705788135528564,2.05269539913646,0.00018471187980517468,5.151872559263867e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/127,9.726723909378052,642.3599538875558,113.83860151288023,20.58301645604388,66.04297111323635,11.705788135528564,2.116462813793595,5.0621344629274854e-05,5.204357099153202e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/128,55.117687463760376,3589.450164557861,645.1140987923982,113.74509099084662,64.92777829155371,11.705788135528564,2.0150830254560046,0.00028337086557644317,5.1411965671229984e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/129,55.87266445159912,3639.313235448238,653.9544456825746,111.52708923418686,64.92004093858749,11.705788135528564,2.036464887281137,0.0002870519103059669,5.1376091175073944e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/130,45.44276762008667,2960.5741354574334,531.8592539364404,94.72207576379787,64.81137315515262,11.705788135528564,2.0496167444325875,0.00023376794663980987,5.144227759061037e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/131,67.75073409080505,4409.87035189345,792.977642744659,132.82310624163074,64.92282233962338,11.705788135528564,1.9449193251225245,0.00034771531072830313,5.132273699975955e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/132,15.046941757202148,989.9051179234613,176.09713954261724,29.45402355294391,63.69867500928128,11.705788135528564,0.0,7.790556133568549e-05,5.177501354944526e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/133,17.703979015350342,1160.0851170673513,207.19772531526894,34.69102777842181,64.96614704408388,11.705788135528564,1.9047109940902598,9.136391105809203e-05,5.160642756008375e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/135,65.6672773361206,4274.153000319665,768.5826868762967,135.4041083033053,64.93892194045159,11.705788135528564,2.05336829717088,0.00033744930186752927,5.138774067642266e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/137,25.611449718475342,1676.271708016292,299.7650548794826,51.65904133264121,64.93283071973612,11.705788135528564,1.9615609403656644,0.0001321409928197243,5.159449944155316e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/138,59.58307600021362,3878.9135831283834,697.3894982098979,116.90509352888512,64.92800099138329,11.705788135528564,1.9646678025321596,0.00030584725107353104,5.133122886647116e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/139,10.559158086776733,697.1531307220567,123.58461601986752,20.80501664067924,66.02503756662027,11.705788135528564,1.9705930603078716,5.484170555649326e-05,5.193757409993861e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/140,34.47454071044922,2247.410961927333,403.4919141507067,65.00205199699849,64.93093418441268,11.705788135528564,2.0026674202013997,0.00017699024323640123,5.133940571476724e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/141,49.07774305343628,3196.9230235363734,574.4130980962631,97.07107762721989,64.9027958886169,11.705788135528564,1.9298350343510071,0.00025209657527287734,5.136678249413229e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/142,84.66423058509827,5508.029612420167,990.941219999572,177.7141421541728,64.9103497134286,11.705788135528564,2.207919973595004,0.0004351065773499757,5.1392019314772906e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/145,53.73496127128601,3500.960635766266,628.929761825177,116.33909305999168,64.92286624991921,11.705788135528564,1.9844936833553835,0.0002767185193484111,5.149692356739062e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/160,45.73455572128296,2980.0036050009735,535.2784192072875,98.17607851800858,64.81946297753234,11.705788135528564,2.2444576740030615,0.0002354820383861379,5.148886540436084e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/161,23.557883262634277,1542.0224936170102,275.723022200395,51.67704137249984,64.94272234210433,11.705788135528564,2.043274988567535,0.00012182663306376047,5.171374342320161e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/162,71.88888740539551,4677.853278279629,841.4142880141912,149.9681199703673,64.92464862969928,11.705788135528564,2.0569206104385342,0.0003694530661600027,5.139223592049555e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/165,23.671133279800415,1549.2901194311037,277.04800518834315,54.30104343133735,64.93361803082465,11.705788135528564,2.401870564565432,0.00012255759778348726,5.1775128944954604e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/166,33.136659145355225,2159.6445147142354,387.83157278318686,78.79206302447983,64.9295666593551,11.705788135528564,2.407267818449229,0.0001711487887369975,5.16493796149596e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/167,52.50068926811218,3418.9852541860155,614.4821571484788,117.82009426326567,64.91576807483457,11.705788135528564,2.2146947333622613,0.00027053133479187854,5.152910153432854e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/168,38.535279512405396,2514.5782166609592,451.0205781660848,86.00606877564587,64.92341002712328,11.705788135528564,2.241431008747723,0.00019886715528486364,5.160651688560964e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/170,139.27352476119995,9053.019223409583,1630.101157738671,316.41625314762223,64.92445116337836,11.705788135528564,2.2176630794500247,0.0007168184144691623,5.146839039926847e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/171,18.430994033813477,1209.0011072001084,215.70736440007224,39.574031654865394,64.90914009396272,11.705788135528564,2.0181015377757174,9.54244435211528e-05,5.1773899631288065e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/172,20.246811628341675,1325.204821163005,236.96374143619096,44.78203579481033,64.92457313200603,11.705788135528564,2.2001766181345057,0.00010472184587117385,5.1722635540592095e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/222,170.66223788261414,11090.327222254678,1997.5005274832133,374.4262995525105,64.90665720097526,11.705788135528564,2.3387976683132288,0.0008773089197871597,5.1406153503658805e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/223,92.14910101890564,5995.380255300353,1078.5433442807857,201.85816149478342,64.92640288727958,11.705788135528564,2.3512365437745864,0.00047414855001589354,5.1454495461503795e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/224,17.73841118812561,1164.7065677645035,207.6014592180242,40.919032718989,64.94184781915615,11.705788135528564,2.2948510875408763,9.209725953924288e-05,5.191967790266037e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/226,43.012571811676025,2803.7275479802393,503.43265522124756,96.61707726991153,64.91550453852959,11.705788135528564,2.1957706563020993,0.00022181754691249787,5.157039850667198e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/227,40.646568059921265,2651.2656580108205,475.73966653272544,87.33806985787851,64.92403980204855,11.705788135528564,2.0392689239106594,0.0002094725089009851,5.153510342919487e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/230,13.61454963684082,894.628979702608,159.3493132699675,27.55002206527024,65.71287940361475,11.705788135528564,2.0237897937176568,7.048109731929273e-05,5.176895248049312e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/232,66.08434748649597,4301.192991951644,773.470381121974,127.39110192967473,64.93294499232591,11.705788135528564,1.9391907360361378,0.000339007775030041,5.129925435055792e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/233,27.642295598983765,1807.688469149625,323.53446349311594,61.95604955792078,64.92643730702449,11.705788135528564,2.228009385770354,0.00014292520975532955,5.1705260600926366e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/234,6.782487392425537,450.07275505791614,79.3731553613352,15.53701241903127,66.36136815877603,11.705788135528564,2.2912916452476098,3.551547739235425e-05,5.236349931445032e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/235,48.77968978881836,3177.7608872066708,570.9280290470937,97.71407818561784,64.91887797186484,11.705788135528564,1.9103654475203653,0.00025066260403068096,5.138667447781509e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/237,174.79706811904907,11360.967430766677,2045.8787820163157,386.8023094781847,64.91762900686012,11.705788135528564,2.2639642123465515,0.0008989052532125232,5.142564820368186e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/238,59.665287494659424,3886.6130932879787,698.3484408849112,127.82710224712446,64.91843555859663,11.705788135528564,2.099661011579223,0.00030712327167981045,5.147436383463345e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/239,50.31462550163269,3279.364467489487,588.8928118171552,108.76508699766418,64.92236855946717,11.705788135528564,2.133182347422578,0.00025917481451300607,5.151083048498412e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/240,38.617130517959595,2517.734094185667,451.9832103809874,85.31906826476643,64.92818746795896,11.705788135528564,2.2689079770589022,0.00019909078006892096,5.155504238626176e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/242,25.330970525741577,1657.020765615566,296.48161276623665,54.06204326448005,64.92289950040582,11.705788135528564,2.1783998578769195,0.0001308290697612017,5.164787098396089e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/244,32.315690755844116,2108.827954061032,378.2164308889237,64.00005118507579,64.9067838717426,11.705788135528564,1.9326098076555303,0.00016624660553873867,5.144454648820214e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/245,65.62800550460815,4271.375844097922,768.1266296045239,127.78910223119055,64.92979069908705,11.705788135528564,1.9228329748943365,0.0003367423444921974,5.131076922161723e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/247,170.2502338886261,11066.392632107005,1992.6803724700003,334.40026752771246,64.92010256653825,11.705788135528564,2.197751697391597,0.0008728266102783688,5.126727819060457e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/250,30.10915493965149,1967.3191088540127,352.3888590557871,68.32005466321789,64.94420860552734,11.705788135528564,2.1042783417586355,0.0001556231428432619,5.1686320375042455e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/251,25.78050184249878,1683.5054598032973,301.74078674485145,56.267044988089765,64.93673768936509,11.705788135528564,2.0672789159531675,0.00013304145160023868,5.160545454585442e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/252,9.350859880447388,618.4347017473751,109.43951454179535,20.03201603315574,66.13907801175812,11.705788135528564,2.142602478429204,4.8739594898327596e-05,5.2123115436947035e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/253,20.032275438308716,1313.0217364165503,234.4531574581338,42.078033678194515,64.92128729151449,11.705788135528564,2.0177546136273268,0.00010358807349126198,5.171058765154825e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/255,17.888343572616577,1171.473036177656,209.3560754507632,37.18102973664372,64.91715354626999,11.705788135528564,2.1900293063384937,9.240896367081962e-05,5.1658759401445635e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/256,64.11276817321777,4172.466166970254,750.3857672988534,118.82409506256408,64.91567619855637,11.705788135528564,1.6775319572676277,0.00032855622357259916,5.124661326195068e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/257,8.570918321609497,569.0257322202102,100.30795355197289,15.793012644849114,66.39292305536186,11.705788135528564,1.8429754177190714,4.464837474503551e-05,5.209287158000962e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/259,151.20738697052002,9827.768714208692,1769.776328873343,278.68722295636417,65.0026169707017,11.705788135528564,1.9218703005405549,0.000773950964103872,5.118473241355361e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/260,105.84475755691528,6884.639066706863,1238.8347796078303,203.64116291489154,64.89837953899175,11.705788135528564,1.8112549789668577,0.0005426618935389742,5.126960522793694e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/261,12.291451454162598,810.7016375608123,143.85945822862593,24.420019542503724,65.95856246418802,11.705788135528564,1.9869995725540226,6.379829571179174e-05,5.190460699430736e-06,0.066,0.045
llama-2-7b.Q2_K,Mbpp/262,66.32624411582947,4316.973542576077,776.2918074402523,130.71410455154364,64.93297309545251,11.705788135528564,1.855590811448891,0.00034043658331636006,5.132758350100986e-06,0.066,0.045
