LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),MBPP pass@1,MBPP+ pass@1
llama-2-7b.Q2_K,Mbpp/67,98.90176486968994,6488.497003793459,1157.583676351698,197.42115794940673,64.92160925485587,11.705788135528564,2.083786453699812,0.0005111457635350486,5.168216807945938e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/68,27.13053297996521,1831.1181758933758,317.5390644357304,57.016045619207034,64.90740639800546,11.705788135528564,2.067685389379144,0.00014373943923608445,5.298069129059504e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/69,71.11488914489746,4676.040354829286,832.3534171573887,138.4061107131629,64.92360968517741,11.705788135528564,2.042294643813367,0.0003679909684668876,5.1745980749137e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/70,16.32497787475586,1128.200772559898,191.0526113386694,37.99303039215829,64.96517230302541,11.705788135528564,2.247395380817315,8.844910972907658e-05,5.418023252934996e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/71,171.60404777526855,11200.369630288535,2008.5208565994146,354.057283229281,64.90787575613354,11.705788135528564,1.8700868423487549,0.000883870933780098,5.150641521799119e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/72,31.097673892974854,2085.8522856805007,363.9599510765885,57.19504575552037,64.92532913798829,11.705788135528564,1.8505355208366585,0.00016337678986496411,5.253665931003023e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/74,142.21611785888672,9291.287175023777,1664.5537100367458,300.9992408152584,64.91044669537816,11.705788135528564,2.0853724467418577,0.0007335863827030798,5.158250652229008e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/75,13.946961879730225,976.0090248066011,163.2349541578268,31.89802552014953,69.98359131649859,11.705788135528564,2.287407807530484,7.632104721169563e-05,5.472234589141353e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/77,10.03036618232727,709.1875943496528,117.38893522945317,20.97001676304444,70.70893231559909,11.705788135528564,2.0910388088591563,5.52329604179445e-05,5.5065746767312156e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/79,7.289642333984375,533.3428726739476,85.30610853746543,15.675012545557365,73.17145364284825,11.705788135528564,2.1508720333887026,4.133766126537612e-05,5.670739299877525e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/80,66.86592078208923,4399.082894263495,782.6141996452254,144.06911526805288,64.92658559009597,11.705788135528564,2.087070933697079,0.0003470698281955325,5.190533894337681e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/82,18.862641096115112,1293.8882251097905,220.75839195321677,42.33003385252232,64.9094483848011,11.705788135528564,2.0277619388026435,0.00010146514088556606,5.379158749220092e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/84,36.59679579734802,2435.454271361842,428.33239731050764,82.5990660956677,64.92493155741704,11.705788135528564,2.155998699813064,0.00019201022925145856,5.246640452205177e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/85,48.44062328338623,3213.527547819994,566.951439047353,106.26208498081269,64.92945487742207,11.705788135528564,2.0493432818460495,0.0002532913581002604,5.228903778105023e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/86,13.903095960617065,961.7123573692932,162.72172018128163,29.62902371450582,69.17602489709947,11.705788135528564,2.1314014490565554,7.520804829785952e-05,5.409446105450137e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/87,114.65326261520386,7511.086571864408,1341.9230917175148,236.67818936701224,64.91762630534245,11.705788135528564,2.014233915622569,0.0005923572829836349,5.166510481011675e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/88,46.65095591545105,3094.7444917936127,546.0000211819499,99.35107947853794,64.97216773166727,11.705788135528564,2.0353227772600517,0.00024373475735213728,5.224646581602222e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/89,169.24987626075745,11046.081816858381,1980.9656116637125,334.79226781594207,64.90922730730618,11.705788135528564,1.8839964343261504,0.0008707651116553847,5.144849325111629e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/90,9.311598777770996,670.3522742813915,108.97477485051013,19.836015863461398,71.99648663534879,11.705788135528564,2.1306800938527535,5.207990301756587e-05,5.5930140742203155e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/91,23.7005934715271,1596.9769265805205,277.39048212360467,46.105036895482954,64.91804385751811,11.705788135528564,1.926068420437154,0.00012515345502774893,5.280604267488198e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/92,36.53929018974304,2431.6014942796382,427.6589558091546,73.18205853152904,64.93862164847587,11.705788135528564,1.88882929160131,0.00019110157631524184,5.230029793213827e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/93,15.353972434997559,1063.9892771907419,179.68665438665127,31.80802544875405,64.98453151327531,11.705788135528564,1.8780639319279855,8.312080937169979e-05,5.413635443439756e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/94,64.53051137924194,4248.830535061705,755.2792526150827,136.0271088344689,64.92976250691478,11.705788135528564,2.0616321289985473,0.00033497272683500647,5.190920072930956e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/95,27.692606687545776,1867.8435142736143,324.12002863857697,58.93204715903266,64.91811338570503,11.705788135528564,2.0667036340745635,0.00014668648886351652,5.296954906360837e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/96,52.52559232711792,3469.5280126201897,614.7702482563427,103.12308252764524,64.90871045405162,11.705788135528564,2.0984388593665897,0.0002728861067414825,5.1952980376119775e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/97,46.884220123291016,3112.3429718723874,548.7305709511585,98.21107856566869,64.89815454477748,11.705788135528564,2.1999889392949563,0.00024498526905583797,5.225324606266296e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/98,31.436254024505615,2099.7409947914507,367.9202842156224,65.70105258560943,65.00800009398169,11.705788135528564,2.0872520012681504,0.0001650942971675837,5.251716602076289e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/99,135.13825464248657,8841.405216118514,1581.6771188622392,287.08022966839053,64.96028476524052,11.705788135528564,1.7445838975005719,0.0006979604690220868,5.164788244961191e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/100,65.19760465621948,4302.476740978644,763.0877619041,127.57210205336378,64.93056365460335,11.705788135528564,1.9775018161032765,0.0003384266147780655,5.19078295226574e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/101,28.63533306121826,1928.0624634487356,335.1556294357712,55.93004474917507,64.91831874264963,11.705788135528564,1.9234553266381127,0.00015113437467487498,5.2778982647686065e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/102,31.887791872024536,2127.1517127200073,373.2089047414161,65.26805221085397,64.87727493888866,11.705788135528564,2.05703278393186,0.00016719703168012907,5.2432928674127675e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/103,27.509377002716064,1847.1037436818174,321.9752812394061,56.03904481574773,64.91398865315853,11.705788135528564,2.007645241187276,0.0001450066179862895,5.271170552934465e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/104,84.80941152572632,5564.945771953058,992.6389721058049,179.5651436566459,64.92827554928225,11.705788135528564,2.1326333038325136,0.00043904695816874927,5.176865990109689e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/105,12.718424320220947,895.0920520730696,148.85431658373057,26.218020983037604,70.38143857313325,11.705788135528564,2.061727169400789,6.974053239762615e-05,5.483425512604269e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/106,30.08331322669983,2007.7540962019914,352.0862944578589,62.35704990444901,65.9663903377573,11.705788135528564,1.240147541520933,0.00015784989737321876,5.247091508295779e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/108,31.668331146240234,2114.881104903524,370.6376275530948,62.30504984898744,64.89520004618021,11.705788135528564,1.8718138800978557,0.00016603672179105742,5.242989313971786e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/109,45.54132127761841,3024.377733500243,533.015045565312,82.46606597595019,64.92406268480808,11.705788135528564,1.6898991738574927,0.00023720252342804513,5.208512111057698e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/111,86.90632224082947,5700.785132624461,1017.1827487192868,161.6131293047829,64.92478013141823,11.705788135528564,1.8208555848956323,0.0004483289175008885,5.158760674033667e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/113,12.69903039932251,894.3749514993729,148.62783130303214,21.053016840255623,70.43243363874977,11.705788135528564,1.658084100270055,6.9342447465324e-05,5.460452119952671e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/116,31.824629545211792,2121.939747550433,372.4697604049116,54.719043760087516,64.92147755687394,11.705788135528564,1.6382583327516311,0.00016612175107644415,5.21991154179635e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/118,12.187724590301514,850.4457693560757,142.64234544208102,20.19501614256569,69.78271847997466,11.705788135528564,1.6572497559992683,6.603369137065228e-05,5.4180491921518436e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/119,28.241158485412598,1901.4849341867202,330.54024109552756,47.76103820915978,64.91908033829439,11.705788135528564,1.6397108148233683,0.00014856923461559768,5.260734423920256e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/120,35.502601623535156,2363.0338054255267,415.5244107643307,67.2220537666135,64.91570811504161,11.705788135528564,1.8964601339443303,0.0001854539667314272,5.223672583151969e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/123,68.2850227355957,4496.168782932158,799.2292834173101,124.20809937054855,64.93131277246047,11.705788135528564,1.730388544064946,0.0003531851956968735,5.172220518464654e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/124,171.8026041984558,11224.81038284111,2010.8452918474673,289.1352312900608,64.91753449840499,11.705788135528564,1.7246417332437156,0.0008813843251380885,5.13021516321119e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/125,81.87115931510925,5385.608929483693,958.2450589322465,130.13610408165732,64.92971144570947,11.705788135528564,1.7231693405473967,0.0004218973460139996,5.153186415623881e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/126,41.308202505111694,2751.333170064786,483.48233344272296,70.78305665118023,64.91482515607339,11.705788135528564,1.6180362070928151,0.00021541943061278594,5.2149311165531545e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/127,24.30035161972046,1636.166125931837,284.41066623502365,42.64003409559791,64.91609119011117,11.705788135528564,1.782440822622646,0.00012793902320147339,5.264904195774972e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/128,31.87562108039856,2135.310939247398,373.0634190947588,59.40004753028916,64.96249738325406,11.705788135528564,1.7917156328897454,0.00016733686513602922,5.249681714874272e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/129,49.05018162727356,3243.5743698574133,574.0862472834216,94.0310752014284,64.89594455326858,11.705788135528564,1.7926520338243819,0.0002549173415227657,5.197072326048698e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/130,46.006751537323,3046.0044038015694,538.465084856694,86.74506939314597,64.89121859696043,11.705788135528564,1.9779344447936527,0.00023924591427545864,5.20023488468579e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/131,34.9689576625824,2330.348926277623,409.27403715000753,63.920051127297484,64.9257426826299,11.705788135528564,1.67130317370209,0.00018270144692490524,5.22467523017994e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/132,57.99033808708191,3831.8877265077213,678.7399876303805,102.24008177033284,64.91355913396411,11.705788135528564,1.8596875272115896,0.000300611624794194,5.183822593735819e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/133,28.34373664855957,1910.2600652068174,331.7405276823814,51.131040930840754,64.91422385471294,11.705788135528564,1.708126302038125,0.00014943892970898623,5.272379275954807e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/135,69.18596005439758,4549.889330908541,809.7735335074527,121.59309726769152,64.91670405907439,11.705788135528564,1.8020867062975146,0.0003572027930252225,5.162937577860757e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/137,54.088040828704834,3582.5599790457186,633.059275159778,103.7650829772474,64.92506167829737,11.705788135528564,1.9327106004517116,0.00028148587845132155,5.204216572435646e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/138,76.96422028541565,5056.188121947269,900.8058358616333,148.80411902993274,64.92053061051351,11.705788135528564,1.6548797720676593,0.0003979029882824375,5.169973616400532e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/139,29.862219095230103,2002.8444362742814,349.52076368605185,56.84704549651087,64.92005957906338,11.705788135528564,1.864258382226587,0.00015700367745705637,5.257602489499335e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/140,39.49922800064087,2624.353901481424,462.3075588701583,72.26305782239706,64.90843599445368,11.705788135528564,1.7242088354342013,0.00020586096849616847,5.211771948880327e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/141,54.51919412612915,3606.826354458778,638.1073611281697,103.6040828807927,64.92508317746959,11.705788135528564,1.900780143493737,0.000283385752835979,5.1979079547722455e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/142,43.68505358695984,2887.4705039745845,511.3043890463078,86.19306893820067,64.92161809845645,11.705788135528564,2.0437898840776807,0.00022710858575428143,5.198770909189733e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/145,36.21385669708252,2418.5506748389816,423.847418297344,73.1080584614574,64.91191158758215,11.705788135528564,1.979468777852184,0.00018999786685988833,5.24655157414358e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/160,43.549455881118774,2884.602832680408,509.71655564547103,88.84707108904877,64.92188064492083,11.705788135528564,1.98843042078549,0.00022699118533639975,5.212262260085175e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/161,32.13883972167969,2149.7420047921987,376.14686693534554,64.02405123822064,64.88236751498334,11.705788135528564,2.021357011658895,0.00016877958924788427,5.251576930265834e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/162,15.622339725494385,1071.0997998791327,182.82819433978895,32.437025942044784,64.8703837256593,11.705788135528564,1.9735446191040673,8.38299070985732e-05,5.366027661130018e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/165,52.92227840423584,3494.0465232349725,619.4129788222247,103.49808278249384,64.93228577622737,11.705788135528564,2.063273923199303,0.00027481092616425445,5.19272666352662e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/166,27.408585786819458,1842.7455971953111,320.79414844397377,56.821045455990316,64.91931497520936,11.705788135528564,2.0052807482055455,0.0001446965953874742,5.279243391574675e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/167,37.66698980331421,2503.128895501533,440.85750052600156,73.50405882675659,64.92527336355076,11.705788135528564,1.916902936365078,0.00019664398560030307,5.220591999178043e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/168,24.679633140563965,1668.6335379057477,288.84986648661277,47.12403771520712,64.91662863521194,11.705788135528564,1.8866383497890395,0.00013063636915434606,5.293286509175429e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/170,19.686169862747192,1336.3680700935881,230.39831683856585,36.414029142406434,64.89945549934912,11.705788135528564,1.7791278484855102,0.00010447615042032563,5.307083660698743e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/171,17.265952110290527,1178.953186161774,202.0658851168673,31.690025349462303,64.942091967681,11.705788135528564,1.7389524776536052,9.206350489289896e-05,5.332083878422726e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/172,28.19462299346924,1898.1382615093855,329.9962879317208,55.648044508416206,64.91421186669639,11.705788135528564,1.9500491937134459,0.0001488296709593133,5.278654408458908e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/222,23.732701301574707,1599.9311439438584,277.76563744204464,47.21603779955785,64.9058802050591,11.705788135528564,1.892997800761538,0.00012544282554027917,5.285653071947432e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/223,38.07542300224304,2528.7056329629104,445.6383851036778,67.41705392983022,64.91388049166444,11.705788135528564,1.7486290551902788,0.0001982256545265888,5.206131380731115e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/224,46.910441875457764,3112.469741973797,549.0415639987579,80.79806466128048,64.93756102503589,11.705788135528564,1.8732705555668818,0.00024387902497154197,5.198821738218004e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/226,41.77893114089966,2771.4664351713795,488.99276732049,77.37806192267271,64.92026529268415,11.705788135528564,1.8422082008474316,0.00021752036428277044,5.206460728954072e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/227,32.0993926525116,2146.1841499459374,375.686648465407,58.4990467842772,64.9152948447612,11.705788135528564,1.637205787960883,0.00016815768542558854,5.238656296272047e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/230,14.442387580871582,997.1469267169048,169.03511180672183,26.227020964597614,69.04636539031478,11.705788135528564,1.81620701181507,7.770697983367634e-05,5.380480159429901e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/232,74.758291721344,4911.220604973338,874.9995835407609,128.03210242395835,64.92228579053902,11.705788135528564,1.7342775673008417,0.00038542032186542297,5.155552822181233e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/233,16.425554275512695,1136.763075409733,192.2308890665477,29.92002396240423,64.95716161098252,11.705788135528564,1.8389171365515946,8.85577822937938e-05,5.391463862246416e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/234,6.906700611114502,507.4685889745717,80.82370829499585,14.34701146365569,73.48201192835724,11.705788135528564,2.0778242761682155,3.927283195148829e-05,5.686192896256295e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/235,10.982144117355347,773.0414244326522,128.53026562510433,22.878018327787686,70.39515867524536,11.705788135528564,2.083550675127467,6.0244589954386275e-05,5.485685610260778e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/237,32.76812791824341,2187.504268002019,383.5131617043677,65.96605274182821,64.92776001624327,11.705788135528564,2.0734039876749546,0.00017184708608326767,5.244336402495338e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/238,19.746734619140625,1350.632571505203,231.10647127270343,42.38903392774773,64.89551280734136,11.705788135528564,2.1124358314809815,0.00010584126873209168,5.359937770647868e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/239,71.96345281600952,4731.894565512609,842.2874028373055,153.48812276840818,64.92033747031526,11.705788135528564,2.042257824200886,0.00037326112270189287,5.18681508593282e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/240,25.90182638168335,1752.2491737982316,303.1573551647224,54.24004339431576,64.92701958508205,11.705788135528564,2.006495443127564,0.0001374815650299659,5.307794246014517e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/242,18.145898818969727,1236.9470425568297,212.3685345344512,36.92902956231592,64.90505446863246,11.705788135528564,1.927893832441315,9.685567109554642e-05,5.337606699002063e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/244,80.59698438644409,5290.5071074023035,943.3291534047333,140.88111272769765,64.91517719636184,11.705788135528564,1.7799349935234852,0.0004154279359494768,5.1543856027862645e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/245,88.36212730407715,5806.23550798468,1034.2210885813615,152.3791219284476,64.91990677729297,11.705788135528564,1.6193203105223828,0.00045570950659372216,5.1572944257612405e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/247,170.25291967391968,11123.321731650249,1992.705819689901,306.03824480692765,64.90862488509217,11.705788135528564,1.7894809059447008,0.0008746899294736348,5.137591362009546e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/250,23.168116569519043,1574.9079339253624,271.15649095947003,42.73503417380198,64.91490695280709,11.705788135528564,1.7828321470120643,0.00012308938808123636,5.312878485909294e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/251,26.124066591262817,1747.1799697428626,305.75884639150036,47.094037674355604,64.92174908811776,11.705788135528564,1.7799463459391538,0.00013685505768549846,5.238658277316962e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/252,19.54717230796814,1326.546493236358,228.7740931876425,37.33602984539175,64.92076323310572,11.705788135528564,1.8081730387205928,0.0001037903348499669,5.30973652939347e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/253,26.68650770187378,1794.6880647492892,312.3431763924606,49.25903942023524,64.91635264830761,11.705788135528564,1.7770257586180613,0.0001405212447975679,5.265628847633041e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/255,29.426546573638916,1969.386731508127,344.418579350632,56.16504494128094,64.92167787525169,11.705788135528564,1.8839974933414345,0.0001544463598117968,5.248538404780191e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/256,36.95405316352844,2461.2667250118125,432.5139493446343,69.70305576885494,64.92840728923278,11.705788135528564,1.837382375752461,0.00019312447236279065,5.226070101381831e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/257,8.806667566299438,630.4086203265058,103.06463709691673,16.78101341724414,71.58863756659626,11.705788135528564,1.9058926734122188,4.8892612002937395e-05,5.5517721811182286e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/259,137.74200916290283,9000.588162464739,1612.1584089454811,250.5702004413024,64.8988227824466,11.705788135528564,1.9132895788646667,0.0007079412309056186,5.13961742832109e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/260,74.16103792190552,4882.046827634329,868.010718655239,131.8711054977939,64.9219443264385,11.705788135528564,1.7908133937890318,0.0003833138531534928,5.168668938494865e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/261,33.14028191566467,2222.633539105376,387.86878913297625,61.745049393380214,64.89931102287453,11.705788135528564,2.009461880565007,0.0001741451655636924,5.254788296818256e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/262,44.91403150558472,2973.620131894202,525.6895841231566,96.23407698882147,64.92658672015918,11.705788135528564,2.1101455926598174,0.0002343145976550597,5.216957592104028e-06,0.000,0.000
llama-2-7b.Q2_K,Mbpp/264,58.40058898925781,3855.7040295607567,683.5427582684279,120.66209653198712,64.91963366407039,11.705788135528564,2.0554969800589924,0.00030367720105987575,5.199899629706372e-06,0.000,0.000
